        Nckt,       Ntube,        Nmod,      tRi(C),      tRo(C),    pRi(kPa),    pRo(kPa),  hRi(kJ/kg),  hRo(kJ/kg),         xRi,         xRo,      tAi(C),      tAo(C),        rhAi,        rhAo,  hci(W/m2K),          EF,  hco(W/m2K),   mu(uPa-s),     k(W/mK),  cp(kJ/kgK),  rho(kg/m3),       ReVap,       ReLiq,     Qmod(W),  MassLiq(g),  MassVap(g),  MassTot(g),  mdot(kg/h),
  1,  1,  1,    60.621,    25.917,  1072.134,  1069.088,   441.974,   413.285,     1.000,     1.000,    21.167,    25.376,     0.723,     0.561,   269.267,     1.000,    66.943,    13.513,     0.012,     0.840,    41.522, 59475.555,     0.000,   109.055,     0.000,     2.676,     2.676,    13.684,
  1,  1,  2,    25.917,    25.174,  1069.088,  1049.112,   413.285,   235.945,     1.000,     0.030,    21.167,    24.739,     0.723,     0.582, 10032.745,     6.848,    66.943,     6.366,     0.006,     0.439,   359.272, 30561.516,  2206.831,   672.430,    87.427,    15.917,   103.344,    13.684,
  1,  1,  3,    25.174,    21.193,  1049.112,  1046.020,   235.945,   225.542,     0.030,     0.000,    21.167,    21.278,     0.723,     0.718,   334.391,     1.000,    66.943,    86.663,     0.043,     0.620,   939.594,     0.000,  4566.751,    18.013,   359.202,     3.012,   362.213,    13.684,
  1,  1,  4,    21.193,    21.167,  1046.020,  1043.402,   225.542,   225.509,     0.000,     0.000,    21.167,    21.168,     0.723,     0.723,   334.292,     1.000,    66.943,   173.349,     0.085,     1.239,  1206.005,     0.000,  4561.546,     0.125,   369.007,     0.000,   369.007,    13.684,
  1,  1,  5,    21.167,    21.167,  1043.402,  1041.281,   225.509,   225.508,     0.000,     0.000,    21.167,    21.167,     0.723,     0.723,   334.209,     1.000,    66.943,   173.368,     0.085,     1.239,  1206.043,     0.000,  4557.235,     0.001,   299.030,     0.000,   299.030,    13.684,
  1,  1,  6,    21.167,    21.167,  1041.281,  1039.657,   225.508,   225.508,     0.000,     0.000,    21.167,    21.167,     0.723,     0.723,   334.144,     1.000,    66.943,   173.363,     0.085,     1.239,  1206.033,     0.000,  4553.833,     0.000,   228.997,     0.000,   228.997,    13.684,
  1,  1,  7,    21.167,    21.167,  1039.657,  1038.530,   225.508,   225.508,     0.000,     0.000,    21.167,    21.167,     0.723,     0.723,   334.096,     1.000,    66.943,   173.359,     0.085,     1.239,  1206.025,     0.000,  4551.338,     0.000,   158.921,     0.000,   158.921,    13.684,
  1,  1,  8,    21.167,    21.167,  1038.530,  1037.900,   225.508,   225.508,     0.000,     0.000,    21.167,    21.167,     0.723,     0.723,   334.066,     1.000,    66.943,   173.356,     0.085,     1.239,  1206.020,     0.000,  4549.747,     0.000,    88.812,     0.000,    88.812,    13.684,
  1,  1,  9,    21.167,    21.167,  1037.900,  1037.768,   225.508,   225.508,     0.000,     0.000,    21.167,    21.167,     0.723,     0.723,   334.052,     1.000,    66.943,   173.355,     0.085,     1.239,  1206.018,     0.000,  4549.057,     0.000,    18.684,     0.000,    18.684,    13.684,
  1,  1, 10,    60.621,    21.167,  1072.134,  1037.768,   441.974,   225.508,     1.000,     0.000,    21.167,    21.167,     0.723,     0.723,     0.000,     0.000,     0.000,    93.825,     0.049,     1.021,   621.872,     0.000,     0.000,     0.000,     0.000,     0.048,     0.048,    13.684,
  1,  2,  1,    43.180,    43.173,  1656.312,  1656.043,   358.156,   343.609,     0.640,     0.551,    21.355,    32.380,     0.715,     0.374,  9444.414,     6.838,    66.947,     0.000,     0.000,     0.000,   116.196, 33209.230,  2189.301,    55.920,     1.368,     0.326,     1.694,    13.684,
  1,  2,  2,    43.173,    43.167,  1656.043,  1655.814,   343.609,   329.191,     0.551,     0.462,    21.393,    32.322,     0.713,     0.375,  8636.588,     6.838,    66.948,     0.000,     0.000,     0.000,   134.310, 28252.551,  2696.182,    55.429,     1.563,     0.313,     1.877,    13.684,
  1,  2,  3,    43.167,    43.162,  1655.814,  1655.627,   329.191,   314.942,     0.462,     0.375,    21.439,    32.238,     0.711,     0.377,  7698.785,     6.838,    66.949,     0.000,     0.000,     0.000,   158.865, 23346.693,  3197.691,    54.774,     1.790,     0.299,     2.089,    13.684,
  1,  2,  4,    43.162,    43.158,  1655.627,  1655.478,   314.942,   300.928,     0.375,     0.289,    21.494,    32.116,     0.709,     0.380,  6642.710,     6.838,    66.950,     0.000,     0.000,     0.000,   193.901, 18509.857,  3692.052,    53.874,     2.065,     0.281,     2.346,    13.684,
  1,  2,  5,    43.158,    43.156,  1655.478,  1655.364,   300.928,   287.254,     0.289,     0.205,    21.561,    31.925,     0.706,     0.384,  5466.759,     6.838,    66.952,     0.000,     0.000,     0.000,   247.588, 13771.162,  4176.341,    52.568,     2.415,     0.258,     2.674,    13.684,
  1,  2,  6,    43.156,    43.153,  1655.364,  1655.277,   287.254,   274.126,     0.205,     0.124,    21.640,    31.590,     0.703,     0.391,  4157.211,     6.838,    66.954,     0.000,     0.000,     0.000,   338.933,  9184.525,  4645.072,    50.469,     2.893,     0.228,     3.120,    13.684,
  1,  2,  7,    43.153,    43.152,  1655.277,  1655.210,   274.126,   261.883,     0.124,     0.049,    21.734,    31.013,     0.699,     0.404,  2879.793,     6.838,    66.955,     0.000,     0.000,     0.000,   523.768,  4841.638,  5088.892,    47.065,     3.605,     0.182,     3.786,    13.684,
  1,  2,  8,    43.152,    41.711,  1655.210,  1655.169,   261.883,   251.912,     0.049,     0.000,    21.847,    29.404,     0.694,     0.443,   357.245,     1.000,    66.958,    68.370,     0.038,     0.675,   885.793,     0.000,  5699.493,    38.330,   -72.793,     5.055,   -67.738,    13.684,
  1,  2,  9,    41.711,    38.585,  1655.169,  1655.121,   251.912,   247.733,     0.000,     0.000,    21.981,    25.148,     0.689,     0.569,   357.244,     1.000,    66.961,   139.549,     0.077,     1.338,  1128.793,     0.000,  5699.414,    16.065,     6.421,     0.000,     6.421,    13.684,
  1,  2, 10,    38.585,    35.941,  1655.121,  1655.071,   247.733,   244.250,     0.000,     0.000,    22.140,    24.780,     0.683,     0.582,   357.242,     1.000,    66.964,   144.755,     0.078,     1.317,  1142.159,     0.000,  5699.328,    13.390,     7.605,     0.000,     7.605,    13.684,
  1,  3,  1,    35.941,    33.562,  1655.071,  1655.023,   244.250,   241.159,     0.000,     0.000,    21.347,    23.690,     0.715,     0.620,   357.241,     1.000,    66.947,   149.333,     0.080,     1.300,  1153.409,     0.000,  5699.241,    11.883,     6.422,     0.000,     6.422,    13.684,
  1,  3,  2,    33.562,    31.548,  1655.023,  1654.975,   241.159,   238.565,     0.000,     0.000,    21.316,    23.282,     0.716,     0.636,   357.239,     1.000,    66.947,   153.382,     0.081,     1.287,  1162.984,     0.000,  5699.157,     9.971,     6.422,     0.000,     6.422,    13.684,
  1,  3,  3,    31.548,    29.847,  1654.975,  1654.927,   238.565,   236.393,     0.000,     0.000,    21.291,    22.937,     0.718,     0.649,   357.238,     1.000,    66.946,   156.838,     0.081,     1.277,  1170.921,     0.000,  5699.072,     8.351,     6.422,     0.000,     6.422,    13.684,
  1,  3,  4,    29.847,    28.415,  1654.927,  1654.878,   236.393,   234.576,     0.000,     0.000,    21.270,    22.647,     0.718,     0.661,   357.236,     1.000,    66.946,   159.782,     0.082,     1.269,  1177.498,     0.000,  5698.986,     6.984,     6.422,     0.000,     6.422,    13.684,
  1,  3,  5,    28.415,    27.212,  1654.878,  1654.830,   234.576,   233.059,     0.000,     0.000,    21.252,    22.402,     0.719,     0.670,   357.235,     1.000,    66.946,   162.281,     0.083,     1.262,  1182.947,     0.000,  5698.901,     5.832,     6.422,     0.000,     6.422,    13.684,
  1,  3,  6,    27.212,    26.206,  1654.830,  1654.781,   233.059,   231.794,     0.000,     0.000,    21.238,    22.197,     0.720,     0.679,   357.233,     1.000,    66.944,   164.389,     0.083,     1.257,  1187.470,     0.000,  5698.816,     4.864,     6.422,     0.000,     6.422,    13.684,
  1,  3,  7,    26.206,    25.363,  1654.781,  1654.733,   231.794,   230.739,     0.000,     0.000,    21.226,    22.025,     0.720,     0.686,   357.232,     1.000,    66.945,   166.166,     0.084,     1.252,  1191.220,     0.000,  5698.729,     4.055,     6.422,     0.000,     6.422,    13.684,
  1,  3,  8,    25.363,    24.660,  1654.733,  1654.684,   230.739,   229.861,     0.000,     0.000,    21.216,    21.881,     0.721,     0.692,   357.230,     1.000,    66.945,   167.662,     0.084,     1.249,  1194.327,     0.000,  5698.644,     3.377,     6.422,     0.000,     6.422,    13.684,
  1,  3,  9,    24.660,    24.074,  1654.684,  1654.635,   229.861,   229.129,     0.000,     0.000,    21.207,    21.761,     0.721,     0.697,   357.228,     1.000,    66.944,   168.911,     0.084,     1.246,  1196.910,     0.000,  5698.558,     2.811,     6.422,     0.000,     6.422,    13.684,
  1,  3, 10,    24.074,    23.584,  1654.635,  1654.584,   229.129,   228.521,     0.000,     0.000,    21.200,    21.662,     0.722,     0.701,   357.227,     1.000,    66.944,   169.959,     0.085,     1.243,  1199.053,     0.000,  5698.469,     2.340,     7.605,     0.000,     7.605,    13.684,
  1,  4,  1,    23.584,    24.121,  1654.584,  1654.535,   228.521,   229.187,     0.000,     0.000,    26.730,    26.225,     0.549,     0.566,   357.225,     1.000,    67.090,   169.914,     0.085,     1.244,  1198.960,     0.000,  5698.381,    -2.563,     6.422,     0.000,     6.422,    13.684,
  1,  4,  2,    24.121,    24.568,  1654.535,  1654.486,   229.187,   229.746,     0.000,     0.000,    26.758,    26.335,     0.549,     0.563,   357.224,     1.000,    67.091,   168.954,     0.084,     1.246,  1197.000,     0.000,  5698.294,    -2.149,     6.422,     0.000,     6.422,    13.684,
  1,  4,  3,    24.568,    24.943,  1654.486,  1654.437,   229.746,   230.214,     0.000,     0.000,    26.776,    26.422,     0.548,     0.560,   357.222,     1.000,    67.091,   168.157,     0.084,     1.248,  1195.352,     0.000,  5698.208,    -1.798,     6.422,     0.000,     6.422,    13.684,
  1,  4,  4,    24.943,    25.254,  1654.437,  1654.389,   230.214,   230.603,     0.000,     0.000,    26.777,    26.482,     0.548,     0.558,   357.221,     1.000,    67.092,   167.493,     0.084,     1.249,  1193.977,     0.000,  5698.123,    -1.494,     6.422,     0.000,     6.422,    13.684,
  1,  4,  5,    25.254,    25.454,  1654.389,  1654.340,   230.603,   230.852,     0.000,     0.000,    26.432,    26.243,     0.556,     0.562,   357.219,     1.000,    67.080,   166.997,     0.084,     1.250,  1192.952,     0.000,  5698.036,    -0.959,     6.422,     0.000,     6.422,    13.684,
  1,  4,  6,    25.454,    25.198,  1654.340,  1654.291,   230.852,   230.533,     0.000,     0.000,    23.947,    24.189,     0.620,     0.611,   357.217,     1.000,    67.009,   167.051,     0.084,     1.250,  1193.063,     0.000,  5697.951,     1.227,     6.422,     0.000,     6.422,    13.684,
  1,  4,  7,    25.198,    24.908,  1654.291,  1654.243,   230.533,   230.170,     0.000,     0.000,    23.485,    23.760,     0.635,     0.624,   357.216,     1.000,    66.997,   167.580,     0.084,     1.249,  1194.158,     0.000,  5697.864,     1.395,     6.422,     0.000,     6.422,    13.684,
  1,  4,  8,    24.908,    24.765,  1654.243,  1654.194,   230.170,   229.992,     0.000,     0.000,    24.067,    24.202,     0.617,     0.612,   357.214,     1.000,    67.011,   168.000,     0.084,     1.248,  1195.026,     0.000,  5697.778,     0.685,     6.422,     0.000,     6.422,    13.684,
  1,  4,  9,    24.765,    24.776,  1654.194,  1654.145,   229.992,   230.006,     0.000,     0.000,    24.830,    24.820,     0.595,     0.595,   357.213,     1.000,    67.033,   168.127,     0.084,     1.248,  1195.289,     0.000,  5697.692,    -0.053,     6.422,     0.000,     6.422,    13.684,
  1,  4, 10,    24.776,    24.955,  1654.145,  1654.094,   230.006,   230.229,     0.000,     0.000,    25.832,    25.662,     0.570,     0.575,   357.211,     1.000,    67.062,   167.943,     0.084,     1.248,  1194.908,     0.000,  5697.604,    -0.860,     7.605,     0.000,     7.605,    13.684,
  1,  5,  1,    24.955,    24.313,  1654.094,  1654.045,   230.229,   229.427,     0.000,     0.000,    21.167,    21.775,     0.723,     0.697,   357.210,     1.000,    66.943,   168.392,     0.084,     1.247,  1195.836,     0.000,  5697.516,     3.084,     6.422,     0.000,     6.422,    13.684,
  1,  5,  2,    24.313,    23.778,  1654.045,  1653.996,   229.427,   228.761,     0.000,     0.000,    21.167,    21.672,     0.723,     0.701,   357.208,     1.000,    66.943,   169.536,     0.085,     1.244,  1198.189,     0.000,  5697.429,     2.561,     6.422,     0.000,     6.422,    13.684,
  1,  5,  3,    23.778,    23.332,  1653.996,  1653.947,   228.761,   228.208,     0.000,     0.000,    21.167,    21.586,     0.723,     0.705,   357.207,     1.000,    66.943,   170.496,     0.085,     1.242,  1200.134,     0.000,  5697.343,     2.126,     6.422,     0.000,     6.422,    13.684,
  1,  5,  4,    23.332,    22.962,  1653.947,  1653.898,   228.208,   227.749,     0.000,     0.000,    21.167,    21.514,     0.723,     0.708,   357.205,     1.000,    66.943,   171.298,     0.085,     1.241,  1201.743,     0.000,  5697.258,     1.763,     6.422,     0.000,     6.422,    13.684,
  1,  5,  5,    22.962,    22.655,  1653.898,  1653.849,   227.749,   227.369,     0.000,     0.000,    21.167,    21.455,     0.723,     0.710,   357.204,     1.000,    66.943,   171.963,     0.085,     1.239,  1203.076,     0.000,  5697.171,     1.462,     6.422,     0.000,     6.422,    13.684,
  1,  5,  6,    22.655,    22.401,  1653.849,  1653.801,   227.369,   227.054,     0.000,     0.000,    21.167,    21.406,     0.723,     0.712,   357.202,     1.000,    66.943,   172.514,     0.085,     1.238,  1204.182,     0.000,  5697.084,     1.212,     6.422,     0.000,     6.422,    13.684,
  1,  5,  7,    22.401,    22.190,  1653.801,  1653.752,   227.054,   226.793,     0.000,     0.000,    21.167,    21.365,     0.723,     0.714,   357.200,     1.000,    66.943,   172.971,     0.085,     1.237,  1205.099,     0.000,  5696.998,     1.005,     6.422,     0.000,     6.422,    13.684,
  1,  5,  8,    22.190,    22.015,  1653.752,  1653.703,   226.793,   226.576,     0.000,     0.000,    21.167,    21.331,     0.723,     0.716,   357.199,     1.000,    66.943,   173.350,     0.085,     1.236,  1205.859,     0.000,  5696.912,     0.833,     6.422,     0.000,     6.422,    13.684,
  1,  5,  9,    22.015,    21.870,  1653.703,  1653.654,   226.576,   226.396,     0.000,     0.000,    21.167,    21.303,     0.723,     0.717,   357.197,     1.000,    66.944,   173.667,     0.086,     1.235,  1206.488,     0.000,  5696.825,     0.691,     6.422,     0.000,     6.422,    13.684,
  1,  5, 10,    21.870,    21.749,  1653.654,  1653.602,   226.396,   226.247,     0.000,     0.000,    21.167,    21.279,     0.723,     0.718,   357.196,     1.000,    66.944,   173.933,     0.086,     1.235,  1207.006,     0.000,  5696.736,     0.572,     7.606,     0.000,     7.606,    13.684,
  1,  6,  1,    21.749,    22.602,  1653.602,  1653.553,   226.247,   227.304,     0.000,     0.000,    26.734,    25.935,     0.549,     0.576,   357.194,     1.000,    67.091,   173.210,     0.085,     1.236,  1205.564,     0.000,  5696.647,    -4.061,     6.422,     0.000,     6.422,    13.684,
  1,  6,  2,    22.602,    23.313,  1653.553,  1653.504,   227.304,   228.185,     0.000,     0.000,    26.764,    26.096,     0.549,     0.571,   357.193,     1.000,    67.091,   171.668,     0.085,     1.240,  1202.486,     0.000,  5696.561,    -3.390,     6.423,     0.000,     6.423,    13.684,
  1,  6,  3,    23.313,    23.906,  1653.504,  1653.455,   228.185,   228.920,     0.000,     0.000,    26.782,    26.226,     0.548,     0.566,   357.191,     1.000,    67.092,   170.386,     0.085,     1.243,  1199.914,     0.000,  5696.475,    -2.826,     6.423,     0.000,     6.423,    13.684,
  1,  6,  4,    23.906,    24.395,  1653.455,  1653.406,   228.920,   229.530,     0.000,     0.000,    26.784,    26.323,     0.548,     0.563,   357.189,     1.000,    67.092,   169.328,     0.085,     1.245,  1197.767,     0.000,  5696.389,    -2.344,     6.423,     0.000,     6.423,    13.684,
  1,  6,  5,    24.395,    24.742,  1653.406,  1653.357,   229.530,   229.964,     0.000,     0.000,    26.441,    26.113,     0.555,     0.566,   357.188,     1.000,    67.081,   168.516,     0.084,     1.247,  1196.094,     0.000,  5696.303,    -1.667,     6.423,     0.000,     6.423,    13.684,
  1,  6,  6,    24.742,    24.609,  1653.357,  1653.309,   229.964,   229.798,     0.000,     0.000,    23.959,    24.084,     0.620,     0.615,   357.186,     1.000,    67.009,   168.308,     0.084,     1.247,  1195.664,     0.000,  5696.216,     0.638,     6.423,     0.000,     6.423,    13.684,
  1,  6,  7,    24.609,    24.421,  1653.309,  1653.260,   229.798,   229.562,     0.000,     0.000,    23.499,    23.677,     0.634,     0.627,   357.185,     1.000,    66.996,   168.620,     0.084,     1.247,  1196.308,     0.000,  5696.131,     0.905,     6.423,     0.000,     6.423,    13.684,
  1,  6,  8,    24.421,    24.364,  1653.260,  1653.211,   229.562,   229.491,     0.000,     0.000,    24.084,    24.138,     0.616,     0.614,   357.183,     1.000,    67.012,   168.857,     0.084,     1.246,  1196.800,     0.000,  5696.045,     0.275,     6.423,     0.000,     6.423,    13.684,
  1,  6,  9,    24.364,    24.446,  1653.211,  1653.163,   229.491,   229.594,     0.000,     0.000,    24.850,    24.772,     0.594,     0.597,   357.182,     1.000,    67.033,   168.833,     0.084,     1.246,  1196.749,     0.000,  5695.959,    -0.396,     6.423,     0.000,     6.423,    13.684,
  1,  6, 10,    24.446,    24.685,  1653.163,  1653.111,   229.594,   229.893,     0.000,     0.000,    25.856,    25.630,     0.568,     0.576,   357.180,     1.000,    67.063,   168.521,     0.084,     1.247,  1196.104,     0.000,  5695.871,    -1.148,     7.606,     0.000,     7.606,    13.684,
  1,  7,  1,    24.685,    24.116,  1653.111,  1653.062,   229.893,   229.181,     0.000,     0.000,    21.326,    21.865,     0.716,     0.693,   357.179,     1.000,    66.946,   168.841,     0.084,     1.246,  1196.766,     0.000,  5695.782,     2.735,     6.423,     0.000,     6.423,    13.684,
  1,  7,  2,    24.116,    23.636,  1653.062,  1653.014,   229.181,   228.585,     0.000,     0.000,    21.299,    21.751,     0.717,     0.698,   357.177,     1.000,    66.946,   169.864,     0.085,     1.244,  1198.859,     0.000,  5695.697,     2.293,     6.423,     0.000,     6.423,    13.684,
  1,  7,  3,    23.636,    23.233,  1653.014,  1652.965,   228.585,   228.085,     0.000,     0.000,    21.277,    21.655,     0.718,     0.702,   357.175,     1.000,    66.946,   170.730,     0.085,     1.242,  1200.604,     0.000,  5695.610,     1.920,     6.423,     0.000,     6.423,    13.684,
  1,  7,  4,    23.233,    22.896,  1652.965,  1652.916,   228.085,   227.667,     0.000,     0.000,    21.258,    21.575,     0.719,     0.705,   357.174,     1.000,    66.945,   171.457,     0.085,     1.240,  1202.063,     0.000,  5695.524,     1.608,     6.423,     0.000,     6.423,    13.684,
  1,  7,  5,    22.896,    22.613,  1652.916,  1652.867,   227.667,   227.317,     0.000,     0.000,    21.243,    21.508,     0.720,     0.708,   357.172,     1.000,    66.945,   172.066,     0.085,     1.239,  1203.285,     0.000,  5695.438,     1.346,     6.423,     0.000,     6.423,    13.684,
  1,  7,  6,    22.613,    22.377,  1652.867,  1652.818,   227.317,   227.024,     0.000,     0.000,    21.230,    21.452,     0.720,     0.710,   357.171,     1.000,    66.945,   172.576,     0.085,     1.238,  1204.307,     0.000,  5695.352,     1.126,     6.423,     0.000,     6.423,    13.684,
  1,  7,  7,    22.377,    22.179,  1652.818,  1652.769,   227.024,   226.779,     0.000,     0.000,    21.219,    21.405,     0.721,     0.713,   357.169,     1.000,    66.944,   173.002,     0.085,     1.237,  1205.163,     0.000,  5695.265,     0.943,     6.423,     0.000,     6.423,    13.684,
  1,  7,  8,    22.179,    22.014,  1652.769,  1652.720,   226.779,   226.574,     0.000,     0.000,    21.210,    21.366,     0.721,     0.714,   357.168,     1.000,    66.944,   173.359,     0.085,     1.236,  1205.879,     0.000,  5695.179,     0.789,     6.423,     0.000,     6.423,    13.684,
  1,  7,  9,    22.014,    21.874,  1652.720,  1652.671,   226.574,   226.402,     0.000,     0.000,    21.203,    21.333,     0.721,     0.716,   357.166,     1.000,    66.944,   173.661,     0.086,     1.235,  1206.476,     0.000,  5695.093,     0.660,     6.423,     0.000,     6.423,    13.684,
  1,  7, 10,    21.874,    21.758,  1652.671,  1652.619,   226.402,   226.258,     0.000,     0.000,    21.197,    21.305,     0.722,     0.717,   357.165,     1.000,    66.944,   173.916,     0.086,     1.235,  1206.973,     0.000,  5695.004,     0.552,     7.607,     0.000,     7.607,    13.684,
  1,  8,  1,    21.758,    21.688,  1652.619,  1652.570,   226.258,   226.173,     0.000,     0.000,    21.354,    21.419,     0.715,     0.712,   357.163,     1.000,    66.947,   174.101,     0.086,     1.234,  1207.334,     0.000,  5694.915,     0.328,     6.423,     0.000,     6.423,    13.684,
  1,  8,  2,    21.688,    21.638,  1652.570,  1652.521,   226.173,   226.110,     0.000,     0.000,    21.393,    21.440,     0.713,     0.711,   357.161,     1.000,    66.948,   174.221,     0.086,     1.234,  1207.567,     0.000,  5694.829,     0.241,     6.423,     0.000,     6.423,    13.684,
  1,  8,  3,    21.638,    21.603,  1652.521,  1652.473,   226.110,   226.068,     0.000,     0.000,    21.438,    21.470,     0.711,     0.710,   357.160,     1.000,    66.949,   174.306,     0.086,     1.234,  1207.732,     0.000,  5694.742,     0.162,     6.423,     0.000,     6.423,    13.684,
  1,  8,  4,    21.603,    21.584,  1652.473,  1652.424,   226.068,   226.045,     0.000,     0.000,    21.493,    21.511,     0.709,     0.708,   357.158,     1.000,    66.950,   174.358,     0.086,     1.234,  1207.835,     0.000,  5694.656,     0.089,     6.423,     0.000,     6.423,    13.684,
  1,  8,  5,    21.584,    21.580,  1652.424,  1652.375,   226.045,   226.040,     0.000,     0.000,    21.559,    21.563,     0.706,     0.706,   357.157,     1.000,    66.952,   174.381,     0.086,     1.234,  1207.879,     0.000,  5694.570,     0.020,     6.423,     0.000,     6.423,    13.684,
  1,  8,  6,    21.580,    21.590,  1652.375,  1652.326,   226.040,   226.052,     0.000,     0.000,    21.638,    21.629,     0.703,     0.703,   357.155,     1.000,    66.954,   174.376,     0.086,     1.234,  1207.868,     0.000,  5694.484,    -0.047,     6.423,     0.000,     6.423,    13.684,
  1,  8,  7,    21.590,    21.615,  1652.326,  1652.277,   226.052,   226.082,     0.000,     0.000,    21.733,    21.710,     0.699,     0.700,   357.154,     1.000,    66.956,   174.341,     0.086,     1.234,  1207.801,     0.000,  5694.397,    -0.116,     6.423,     0.000,     6.423,    13.684,
  1,  8,  8,    21.615,    21.654,  1652.277,  1652.228,   226.082,   226.131,     0.000,     0.000,    21.845,    21.808,     0.694,     0.696,   357.152,     1.000,    66.958,   174.277,     0.086,     1.234,  1207.676,     0.000,  5694.311,    -0.187,     6.423,     0.000,     6.423,    13.684,
  1,  8,  9,    21.654,    21.710,  1652.228,  1652.179,   226.131,   226.199,     0.000,     0.000,    21.979,    21.927,     0.689,     0.691,   357.151,     1.000,    66.961,   174.182,     0.086,     1.234,  1207.491,     0.000,  5694.225,    -0.264,     6.423,     0.000,     6.423,    13.684,
  1,  8, 10,    21.710,    21.783,  1652.179,  1652.130,   226.199,   226.290,     0.000,     0.000,    22.137,    22.069,     0.683,     0.686,   357.149,     1.000,    66.964,   174.053,     0.086,     1.235,  1207.240,     0.000,  5694.138,    -0.348,     7.607,     0.000,     7.607,    13.684,
  2,  1,  1,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723,   307.252,     1.000,    67.089,    14.295,     0.013,     0.802,    37.728, 55762.094,     0.000,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  2,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723,   307.237,     1.000,    67.088,    14.295,     0.013,     0.802,    37.728, 55763.590,     0.000,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  3,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723,   307.224,     1.000,    67.085,    14.295,     0.013,     0.802,    37.728, 55764.965,     0.000,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  4,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723,   307.212,     1.000,    67.081,    14.295,     0.013,     0.802,    37.728, 55766.242,     0.000,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  5,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723,   307.201,     1.000,    67.074,    14.295,     0.013,     0.802,    37.728, 55767.441,     0.000,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  6,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723,  3553.651,     6.838,    67.066,    14.295,     0.013,     0.802,    37.728, 54895.504,    89.365,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  7,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723,  6526.441,     6.838,    67.031,    14.295,     0.013,     0.802,    37.728, 51985.770,   235.211,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  8,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723, 10406.630,     6.838,    66.980,    14.295,     0.013,     0.802,    37.728, 47605.453,   714.059,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1,  9,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723, 10470.166,     6.838,    66.974,    14.295,     0.013,     0.802,    37.728, 42883.883,  1201.473,     0.000,     0.000,     0.262,     0.262,    13.684,
  2,  1, 10,    60.621,    60.621,  1072.134,  1072.134,   441.974,   441.974,     1.000,     1.000,    21.167,    21.167,     0.723,     0.723, 10081.093,     6.838,    66.969,    14.295,     0.013,     0.802,    37.728, 38117.711,  1689.951,     0.000,     0.000,     0.310,     0.310,    13.684,
  2,  2,  1,    43.180,    43.173,  1656.309,  1656.040,   358.198,   343.659,     0.641,     0.551,    21.355,    32.381,     0.715,     0.374,  9449.898,     6.838,    66.947,     0.000,     0.000,     0.000,   116.145, 33241.484,  2188.765,    55.922,     1.367,     0.326,     1.693,    13.684,
  2,  2,  2,    43.173,    43.167,  1656.040,  1655.811,   343.659,   329.246,     0.551,     0.463,    21.393,    32.322,     0.713,     0.375,  8642.670,     6.838,    66.948,     0.000,     0.000,     0.000,   134.233, 28284.549,  2695.672,    55.433,     1.563,     0.314,     1.876,    13.684,
  2,  2,  3,    43.167,    43.162,  1655.811,  1655.624,   329.246,   315.004,     0.463,     0.375,    21.439,    32.239,     0.711,     0.377,  7705.475,     6.838,    66.949,     0.000,     0.000,     0.000,   158.744, 23378.387,  3197.212,    54.777,     1.789,     0.299,     2.088,    13.684,
  2,  2,  4,    43.162,    43.158,  1655.624,  1655.474,   315.004,   300.996,     0.375,     0.289,    21.494,    32.117,     0.709,     0.380,  6650.083,     6.838,    66.950,     0.000,     0.000,     0.000,   193.703, 18541.188,  3691.611,    53.880,     2.063,     0.281,     2.344,    13.684,
  2,  2,  5,    43.158,    43.155,  1655.474,  1655.360,   300.996,   287.326,     0.289,     0.205,    21.561,    31.926,     0.706,     0.384,  5474.913,     6.838,    66.952,     0.000,     0.000,     0.000,   247.237, 13801.854,  4175.963,    52.577,     2.413,     0.259,     2.672,    13.684,
