        Nckt,       Ntube,        Nmod,      tRi(C),      tRo(C),    pRi(kPa),    pRo(kPa),  hRi(kJ/kg),  hRo(kJ/kg),         xRi,         xRo,      tAi(C),      tAo(C),        rhAi,        rhAo, hci(kW/m2K), hco(kW/m2K),   mu(uPa-s),     k(W/mK),  cp(kJ/kgK),  rho(kg/m3),       ReVap,       ReLiq,  QmodTot(W), QmodSens(W),  QmodLat(W),  MassLiq(g),  MassVap(g),     Mass(g),      DryWet,mdotR(kg/hr), mdotA(kg/s),
  1,  1,  1,    10.611,    10.403,   693.756,   689.403,   231.614,   401.727,     0.097,     0.965,    25.443,    14.563,     0.226,     0.445,     2.549,     0.066,     0.000,     0.000,     0.000,   139.190, 25092.160,   954.232,  -484.977,  -484.977,     0.000,    35.784,     3.749,    39.532,     3.000,    10.263,     0.044,
  1,  1,  2,    10.403,    17.346,   689.403,   689.008,   401.727,   414.103,     0.965,     1.000,    25.443,    22.242,     0.226,     0.274,     0.195,     0.066,     6.144,     0.005,     0.386,    29.128, 47363.051,     0.000,   -14.267,   -14.267,     0.000,     9.220,     0.315,     9.535,     3.000,    10.263,     0.004,
  1,  1,  3,    17.346,    20.963,   689.008,   688.604,   414.103,   416.894,     1.000,     1.000,    25.443,    23.658,     0.226,     0.252,     0.195,     0.066,    12.370,     0.011,     0.770,    27.779, 47366.570,     0.000,    -7.957,    -7.957,     0.000,     0.000,     0.457,     0.457,     3.000,    10.263,     0.004,
  1,  1,  4,    20.963,    22.970,   688.604,   688.196,   416.894,   418.439,     1.000,     1.000,    25.443,    24.455,     0.226,     0.240,     0.195,     0.066,    12.496,     0.011,     0.766,    27.356, 47370.148,     0.000,    -4.403,    -4.403,     0.000,     0.000,     0.457,     0.457,     3.000,    10.263,     0.004,
  1,  1,  5,    22.970,    24.076,   688.196,   687.785,   418.439,   419.291,     1.000,     1.000,    25.443,    24.898,     0.226,     0.234,     0.195,     0.066,    12.566,     0.011,     0.764,    27.121, 47373.754,     0.000,    -2.430,    -2.430,     0.000,     0.000,     0.457,     0.457,     3.000,    10.263,     0.004,
  1,  1,  6,    24.076,    24.685,   687.785,   687.372,   419.291,   419.762,     1.000,     1.000,    25.443,    25.142,     0.226,     0.230,     0.195,     0.066,    12.605,     0.011,     0.763,    26.986, 47377.379,     0.000,    -1.343,    -1.343,     0.000,     0.000,     0.457,     0.457,     3.000,    10.263,     0.004,
  1,  1,  7,    24.685,    25.018,   687.372,   686.959,   419.762,   420.023,     1.000,     1.000,    25.443,    25.276,     0.226,     0.229,     0.195,     0.066,    12.626,     0.011,     0.762,    26.905, 47381.016,     0.000,    -0.745,    -0.745,     0.000,     0.000,     0.456,     0.456,     3.000,    10.263,     0.004,
  1,  1,  8,    25.018,    25.200,   686.959,   686.545,   420.023,   420.170,     1.000,     1.000,    25.443,    25.349,     0.226,     0.228,     0.195,     0.066,    12.638,     0.011,     0.762,    26.852, 47384.664,     0.000,    -0.418,    -0.418,     0.000,     0.000,     0.456,     0.456,     3.000,    10.263,     0.004,
  1,  1,  9,    25.200,    25.300,   686.545,   686.130,   420.170,   420.254,     1.000,     1.000,    25.443,    25.390,     0.226,     0.227,     0.195,     0.066,    12.644,     0.011,     0.761,    26.815, 47388.320,     0.000,    -0.238,    -0.238,     0.000,     0.000,     0.456,     0.456,     3.000,    10.263,     0.004,
  1,  1, 10,    25.300,    25.355,   686.130,   685.715,   420.254,   420.303,     1.000,     1.000,    25.443,    25.412,     0.226,     0.227,     0.195,     0.066,    12.647,     0.011,     0.761,    26.786, 47391.977,     0.000,    -0.140,    -0.140,     0.000,     0.000,     0.486,     0.486,     3.000,    10.263,     0.004,
  1,  2,  1,    10.034,    10.033,   681.665,   681.641,   250.419,   253.075,     0.196,     0.209,    19.813,    16.441,     0.323,     0.398,     2.233,     0.066,     0.000,     0.000,     0.000,   130.634,  9606.710,  2252.598,    -7.574,    -7.574,     0.000,     1.119,     0.050,     1.169,     3.000,    10.263,     0.002,
  1,  2,  2,    10.033,    10.032,   681.641,   681.615,   253.075,   255.800,     0.209,     0.223,    19.998,    16.539,     0.319,     0.396,     2.304,     0.066,     0.000,     0.000,     0.000,   123.171, 10256.016,  2212.893,    -7.768,    -7.768,     0.000,     1.082,     0.050,     1.132,     3.000,    10.263,     0.002,
  1,  2,  3,    10.032,    10.030,   681.615,   681.587,   255.800,   258.540,     0.223,     0.237,    19.994,    16.516,     0.320,     0.397,     2.372,     0.066,     0.000,     0.000,     0.000,   116.413, 10915.431,  2172.571,    -7.811,    -7.811,     0.000,     1.047,     0.051,     1.098,     3.000,    10.263,     0.002,
  1,  2,  4,    10.030,    10.029,   681.587,   681.557,   258.540,   261.290,     0.237,     0.251,    19.977,    16.486,     0.320,     0.398,     2.438,     0.066,     0.000,     0.000,     0.000,   110.330, 11577.970,  2132.059,    -7.841,    -7.841,     0.000,     1.013,     0.052,     1.065,     3.000,    10.263,     0.002,
  1,  2,  5,    10.029,    10.028,   681.557,   681.526,   261.290,   264.037,     0.251,     0.265,    19.917,    16.429,     0.321,     0.399,     2.501,     0.066,     0.000,     0.000,     0.000,   104.844, 12241.428,  2091.491,    -7.833,    -7.833,     0.000,     0.982,     0.053,     1.035,     3.000,    10.263,     0.002,
  1,  2,  6,    10.028,    10.026,   681.526,   681.492,   264.037,   266.725,     0.265,     0.279,    19.659,    16.246,     0.326,     0.403,     2.560,     0.066,     0.000,     0.000,     0.000,    99.928, 12897.407,  2051.378,    -7.663,    -7.663,     0.000,     0.953,     0.053,     1.006,     3.000,    10.263,     0.002,
  1,  2,  7,    10.026,    10.024,   681.492,   681.458,   266.725,   269.267,     0.279,     0.292,    19.100,    15.873,     0.336,     0.411,     2.615,     0.066,     0.000,     0.000,     0.000,    95.611, 13528.666,  2012.780,    -7.247,    -7.247,     0.000,     0.926,     0.054,     0.980,     3.000,    10.263,     0.002,
  1,  2,  8,    10.024,    10.023,   681.458,   681.421,   269.267,   271.713,     0.292,     0.304,    18.726,    15.620,     0.343,     0.418,     2.665,     0.066,     0.000,     0.000,     0.000,    91.828, 14130.724,  1975.963,    -6.973,    -6.973,     0.000,     0.902,     0.055,     0.957,     3.000,    10.263,     0.002,
  1,  2,  9,    10.023,    10.021,   681.421,   681.383,   271.713,   274.111,     0.304,     0.316,    18.525,    15.482,     0.348,     0.421,     2.711,     0.066,     0.000,     0.000,     0.000,    88.432, 14715.350,  1940.215,    -6.835,    -6.835,     0.000,     0.880,     0.055,     0.935,     3.000,    10.263,     0.002,
  1,  2, 10,    10.021,    10.017,   681.383,   681.304,   274.111,   276.483,     0.316,     0.328,    18.410,    15.398,     0.350,     0.423,     2.756,     0.066,     0.000,     0.000,     0.000,    85.321, 15291.371,  1904.976,    -6.763,    -6.763,     0.000,     1.207,     0.078,     1.285,     3.000,    10.263,     0.002,
  1,  3,  1,    10.017,    10.015,   681.304,   681.263,   276.483,   278.540,     0.328,     0.339,    17.274,    14.663,     0.372,     0.440,     2.795,     0.066,     0.000,     0.000,     0.000,    82.615, 15826.414,  1872.244,    -5.864,    -5.864,     0.000,     0.840,     0.056,     0.896,     3.000,    10.263,     0.002,
  1,  3,  2,    10.015,    10.013,   681.263,   681.220,   278.540,   280.593,     0.339,     0.349,    17.241,    14.635,     0.373,     0.440,     2.831,     0.066,     0.000,     0.000,     0.000,    80.261, 16322.511,  1841.907,    -5.851,    -5.851,     0.000,     0.823,     0.056,     0.880,     3.000,    10.263,     0.002,
  1,  3,  3,    10.013,    10.011,   681.220,   681.176,   280.593,   282.642,     0.349,     0.360,    17.213,    14.612,     0.374,     0.441,     2.865,     0.066,     0.000,     0.000,     0.000,    78.041, 16817.729,  1811.625,    -5.843,    -5.843,     0.000,     0.807,     0.057,     0.864,     3.000,    10.263,     0.002,
  1,  3,  4,    10.011,    10.009,   681.176,   681.131,   282.642,   284.690,     0.360,     0.370,    17.193,    14.593,     0.375,     0.442,     2.898,     0.066,     0.000,     0.000,     0.000,    75.942, 17312.463,  1781.373,    -5.839,    -5.839,     0.000,     0.791,     0.057,     0.849,     3.000,    10.263,     0.002,
  1,  3,  5,    10.009,    10.006,   681.131,   681.084,   284.690,   286.738,     0.370,     0.381,    17.178,    14.578,     0.375,     0.442,     2.930,     0.066,     0.000,     0.000,     0.000,    73.953, 17807.070,  1751.129,    -5.839,    -5.839,     0.000,     0.776,     0.057,     0.834,     3.000,    10.263,     0.002,
  1,  3,  6,    10.006,    10.004,   681.084,   681.035,   286.738,   288.787,     0.381,     0.391,    17.166,    14.565,     0.375,     0.443,     2.960,     0.066,     0.000,     0.000,     0.000,    72.065, 18301.797,  1720.880,    -5.841,    -5.841,     0.000,     0.762,     0.058,     0.819,     3.000,    10.263,     0.002,
  1,  3,  7,    10.004,    10.002,   681.035,   680.985,   288.787,   290.838,     0.391,     0.401,    17.157,    14.554,     0.376,     0.443,     2.990,     0.066,     0.000,     0.000,     0.000,    70.270, 18796.805,  1690.615,    -5.846,    -5.846,     0.000,     0.747,     0.058,     0.806,     3.000,    10.263,     0.002,
  1,  3,  8,    10.002,     9.999,   680.985,   680.933,   290.838,   292.891,     0.401,     0.412,    17.151,    14.545,     0.376,     0.443,     3.018,     0.066,     0.000,     0.000,     0.000,    68.560, 19292.293,  1660.323,    -5.852,    -5.852,     0.000,     0.734,     0.058,     0.792,     3.000,    10.263,     0.002,
  1,  3,  9,     9.999,     9.997,   680.933,   680.880,   292.891,   294.946,     0.412,     0.422,    17.148,    14.539,     0.376,     0.444,     3.046,     0.066,     0.000,     0.000,     0.000,    66.928, 19788.434,  1629.991,    -5.860,    -5.860,     0.000,     0.720,     0.059,     0.779,     3.000,    10.263,     0.002,
  1,  3, 10,     9.997,     9.991,   680.880,   680.773,   294.946,   297.006,     0.422,     0.433,    17.149,    14.534,     0.376,     0.444,     3.072,     0.066,     0.000,     0.000,     0.000,    65.367, 20285.760,  1599.569,    -5.871,    -5.871,     0.000,     0.994,     0.083,     1.077,     3.000,    10.263,     0.002,
  1,  4,  1,     9.991,     9.988,   680.773,   680.717,   297.006,   298.922,     0.433,     0.443,    16.638,    14.205,     0.386,     0.450,     3.097,     0.066,     0.000,     0.000,     0.000,    63.923, 20766.279,  1570.178,    -5.462,    -5.462,     0.000,     0.695,     0.059,     0.754,     3.000,    10.263,     0.002,
  1,  4,  2,     9.988,     9.986,   680.717,   680.659,   298.922,   300.925,     0.443,     0.453,    16.929,    14.386,     0.380,     0.447,     3.120,     0.066,     0.000,     0.000,     0.000,    62.566, 21239.654,  1541.243,    -5.711,    -5.711,     0.000,     0.683,     0.060,     0.742,     3.000,    10.263,     0.002,
  1,  4,  3,     9.986,     9.983,   680.659,   680.599,   300.925,   302.990,     0.453,     0.463,    17.134,    14.512,     0.376,     0.444,     3.143,     0.066,     0.000,     0.000,     0.000,    61.216, 21731.127,  1511.202,    -5.889,    -5.889,     0.000,     0.671,     0.060,     0.730,     3.000,    10.263,     0.002,
  1,  4,  4,     9.983,     9.979,   680.599,   680.537,   302.990,   304.975,     0.463,     0.473,    16.847,    14.327,     0.381,     0.448,     3.154,     0.066,     0.000,     0.000,     0.000,    59.927, 22220.482,  1481.295,    -5.658,    -5.658,     0.000,     0.659,     0.060,     0.719,     3.000,    10.263,     0.002,
  1,  4,  5,     9.979,     9.976,   680.537,   680.474,   304.975,   306.971,     0.473,     0.484,    16.883,    14.348,     0.380,     0.447,     3.159,     0.066,     0.000,     0.000,     0.000,    58.712, 22701.395,  1451.904,    -5.692,    -5.692,     0.000,     0.648,     0.060,     0.708,     3.000,    10.263,     0.002,
  1,  4,  6,     9.976,     9.973,   680.474,   680.409,   306.971,   309.010,     0.484,     0.494,    17.025,    14.436,     0.378,     0.445,     3.163,     0.066,     0.000,     0.000,     0.000,    57.530, 23188.867,  1422.117,    -5.812,    -5.812,     0.000,     0.636,     0.061,     0.697,     3.000,    10.263,     0.002,
  1,  4,  7,     9.973,     9.970,   680.409,   680.342,   309.010,   311.069,     0.494,     0.504,    17.090,    14.476,     0.376,     0.444,     3.165,     0.066,     0.000,     0.000,     0.000,    56.377, 23683.887,  1391.871,    -5.869,    -5.869,     0.000,     0.625,     0.061,     0.686,     3.000,    10.263,     0.002,
  1,  4,  8,     9.970,     9.966,   680.342,   680.274,   311.069,   313.152,     0.504,     0.515,    17.171,    14.526,     0.374,     0.443,     3.166,     0.066,     0.000,     0.000,     0.000,    55.258, 24184.289,  1361.299,    -5.939,    -5.939,     0.000,     0.614,     0.061,     0.676,     3.000,    10.263,     0.002,
  1,  4,  9,     9.966,     9.963,   680.274,   680.204,   313.152,   315.267,     0.515,     0.526,    17.277,    14.592,     0.372,     0.441,     3.165,     0.066,     0.000,     0.000,     0.000,    54.167, 24691.480,  1330.316,    -6.030,    -6.030,     0.000,     0.604,     0.061,     0.665,     3.000,    10.263,     0.002,
  1,  4, 10,     9.963,     9.956,   680.204,   680.070,   315.267,   317.428,     0.526,     0.537,    17.434,    14.690,     0.368,     0.438,     3.163,     0.066,     0.000,     0.000,     0.000,    53.096, 25208.533,  1298.721,    -6.161,    -6.161,     0.000,     0.833,     0.087,     0.920,     3.000,    10.263,     0.002,
  1,  5,  1,     9.956,     9.952,   680.070,   679.994,   317.428,   320.300,     0.537,     0.551,    19.880,    16.234,     0.322,     0.404,     3.158,     0.066,     0.000,     0.000,     0.000,    51.893, 25816.848,  1261.557,    -8.186,    -8.186,     0.000,     0.580,     0.062,     0.642,     3.000,    10.263,     0.002,
  1,  5,  2,     9.952,     9.948,   679.994,   679.915,   320.300,   323.162,     0.551,     0.566,    19.848,    16.215,     0.322,     0.404,     3.149,     0.066,     0.000,     0.000,     0.000,    50.587, 26509.262,  1219.285,    -8.159,    -8.159,     0.000,     0.566,     0.062,     0.629,     3.000,    10.263,     0.002,
  1,  5,  3,     9.948,     9.944,   679.915,   679.835,   323.162,   325.999,     0.566,     0.580,    19.767,    16.164,     0.324,     0.405,     3.137,     0.066,     0.000,     0.000,     0.000,    49.352, 27197.678,  1177.264,    -8.090,    -8.090,     0.000,     0.553,     0.062,     0.615,     3.000,    10.263,     0.002,
  1,  5,  4,     9.944,     9.940,   679.835,   679.752,   325.999,   328.747,     0.580,     0.594,    19.459,    15.971,     0.329,     0.410,     3.123,     0.066,     0.000,     0.000,     0.000,    48.198, 27872.363,  1136.089,    -7.834,    -7.834,     0.000,     0.540,     0.063,     0.603,     3.000,    10.263,     0.002,
  1,  5,  5,     9.940,     9.936,   679.752,   679.668,   328.747,   331.330,     0.594,     0.608,    18.892,    15.613,     0.340,     0.418,     3.106,     0.066,     0.000,     0.000,     0.000,    47.144, 28516.344,  1096.792,    -7.364,    -7.364,     0.000,     0.528,     0.063,     0.591,     3.000,    10.263,     0.002,
  1,  5,  6,     9.936,     9.932,   679.668,   679.581,   331.330,   333.806,     0.608,     0.620,    18.523,    15.381,     0.347,     0.423,     3.088,     0.066,     0.000,     0.000,     0.000,    46.186, 29127.445,  1059.507,    -7.057,    -7.057,     0.000,     0.517,     0.063,     0.580,     3.000,    10.263,     0.002,
  1,  5,  7,     9.932,     9.927,   679.581,   679.494,   333.806,   336.220,     0.620,     0.632,    18.316,    15.251,     0.352,     0.427,     3.068,     0.066,     0.000,     0.000,     0.000,    45.296, 29718.189,  1023.470,    -6.882,    -6.882,     0.000,     0.506,     0.064,     0.569,     3.000,    10.263,     0.002,
  1,  5,  8,     9.927,     9.923,   679.494,   679.404,   336.220,   338.595,     0.632,     0.645,    18.186,    15.171,     0.354,     0.429,     3.046,     0.066,     0.000,     0.000,     0.000,    44.456, 30296.879,   988.173,    -6.771,    -6.771,     0.000,     0.496,     0.064,     0.559,     3.000,    10.263,     0.002,
  1,  5,  9,     9.923,     9.918,   679.404,   679.312,   338.595,   340.942,     0.645,     0.656,    18.097,    15.116,     0.356,     0.430,     3.021,     0.066,     0.000,     0.000,     0.000,    43.657, 30867.586,   953.371,    -6.693,    -6.693,     0.000,     0.486,     0.064,     0.550,     3.000,    10.263,     0.002,
  1,  5, 10,     9.918,     9.910,   679.312,   679.145,   340.942,   343.269,     0.656,     0.668,    18.030,    15.077,     0.358,     0.431,     2.995,     0.066,     0.000,     0.000,     0.000,    42.891, 31432.967,   918.893,    -6.633,    -6.633,     0.000,     0.669,     0.090,     0.759,     3.000,    10.263,     0.002,
  1,  6,  1,     9.910,     9.905,   679.145,   679.048,   343.269,   346.084,     0.668,     0.683,    19.739,    16.166,     0.324,     0.405,     2.963,     0.066,     0.000,     0.000,     0.000,    42.081, 32054.869,   880.973,    -8.025,    -8.025,     0.000,     0.465,     0.064,     0.529,     3.000,    10.263,     0.002,
  1,  6,  2,     9.905,     9.900,   679.048,   678.949,   346.084,   348.943,     0.683,     0.697,    19.910,    16.281,     0.321,     0.403,     2.925,     0.066,     0.000,     0.000,     0.000,    41.224, 32740.443,   839.196,    -8.151,    -8.151,     0.000,     0.453,     0.065,     0.518,     3.000,    10.263,     0.002,
  1,  6,  3,     9.900,     9.895,   678.949,   678.848,   348.943,   351.791,     0.697,     0.712,    19.892,    16.276,     0.322,     0.403,     2.882,     0.066,     0.000,     0.000,     0.000,    40.396, 33430.039,   797.186,    -8.120,    -8.120,     0.000,     0.442,     0.065,     0.507,     3.000,    10.263,     0.002,
  1,  6,  4,     9.895,     9.890,   678.848,   678.745,   351.791,   354.624,     0.712,     0.726,    19.860,    16.264,     0.322,     0.403,     2.835,     0.066,     0.000,     0.000,     0.000,    39.603, 34116.453,   755.383,    -8.075,    -8.075,     0.000,     0.430,     0.065,     0.496,     3.000,    10.263,     0.002,
  1,  6,  5,     9.890,     9.885,   678.745,   678.640,   354.624,   357.427,     0.726,     0.740,    19.783,    16.224,     0.324,     0.404,     2.785,     0.066,     0.000,     0.000,     0.000,    38.847, 34797.492,   713.919,    -7.993,    -7.993,     0.000,     0.419,     0.065,     0.484,     3.000,    10.263,     0.002,
  1,  6,  6,     9.885,     9.880,   678.640,   678.534,   357.427,   360.145,     0.740,     0.754,    19.508,    16.058,     0.328,     0.408,     2.731,     0.066,     0.000,     0.000,     0.000,    38.133, 35464.664,   673.318,    -7.747,    -7.747,     0.000,     0.408,     0.066,     0.474,     3.000,    10.263,     0.002,
  1,  6,  7,     9.880,     9.874,   678.534,   678.426,   360.145,   362.691,     0.754,     0.767,    18.931,    15.698,     0.339,     0.416,     2.676,     0.066,     0.000,     0.000,     0.000,    37.475, 36100.809,   634.623,    -7.259,    -7.259,     0.000,     0.397,     0.066,     0.463,     3.000,    10.263,     0.002,
  1,  6,  8,     9.874,     9.869,   678.426,   678.318,   362.691,   365.118,     0.767,     0.779,    18.536,    15.454,     0.347,     0.421,     2.619,     0.066,     0.000,     0.000,     0.000,    36.874, 36701.957,   598.071,    -6.919,    -6.919,     0.000,     0.388,     0.066,     0.454,     3.000,    10.263,     0.002,
  1,  6,  9,     9.869,     9.863,   678.318,   678.208,   365.118,   367.475,     0.779,     0.791,    18.315,    15.323,     0.352,     0.425,     2.561,     0.066,     0.000,     0.000,     0.000,    36.313, 37280.289,   562.923,    -6.719,    -6.719,     0.000,     0.378,     0.066,     0.444,     3.000,    10.263,     0.002,
  1,  6, 10,     9.863,     9.854,   678.208,   678.014,   367.475,   369.784,     0.791,     0.803,    18.177,    15.245,     0.355,     0.427,     2.500,     0.066,     0.000,     0.000,     0.000,    35.779, 37845.008,   528.624,    -6.583,    -6.583,     0.000,     0.518,     0.094,     0.612,     3.000,    10.263,     0.002,
  2,  1,  1,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.606,     0.066,     0.000,     0.000,     0.000,   248.177,  4959.050,  2536.886,     0.000,    -4.984,     4.984,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  2,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.676,     0.066,     0.000,     0.000,     0.000,   248.177,  5390.507,  2510.495,     0.000,    -5.211,     5.211,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  3,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.746,     0.066,     0.000,     0.000,     0.000,   248.177,  5838.825,  2483.077,     0.000,    -5.382,     5.382,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  4,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.812,     0.066,     0.000,     0.000,     0.000,   248.177,  6286.200,  2455.712,     0.000,    -5.185,     5.185,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  5,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.875,     0.066,     0.000,     0.000,     0.000,   248.177,  6726.723,  2428.769,     0.000,    -5.222,     5.222,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  6,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.936,     0.066,     0.000,     0.000,     0.000,   248.177,  7173.682,  2401.431,     0.000,    -5.338,     5.338,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  7,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.996,     0.066,     0.000,     0.000,     0.000,   248.177,  7627.726,  2373.661,     0.000,    -5.389,     5.389,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  8,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     2.054,     0.066,     0.000,     0.000,     0.000,   248.177,  8086.224,  2345.619,     0.000,    -5.443,     5.443,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1,  9,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     2.111,     0.066,     0.000,     0.000,     0.000,   248.177,  8549.376,  2317.290,     0.000,    -5.499,     5.499,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  2,  1, 10,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     2.167,     0.066,     0.000,     0.000,     0.000,   248.177,  9017.667,  2288.636,     0.000,    -5.560,     5.560,     2.179,     0.057,     2.235,     3.000,    10.263,     0.002,
  2,  2,  1,    10.034,    10.033,   681.666,   681.642,   250.280,   252.739,     0.195,     0.208,    19.095,    15.972,     0.338,     0.411,     2.227,     0.066,     0.000,     0.000,     0.000,   131.319,  9549.630,  2256.088,    -7.012,    -7.012,     0.000,     1.123,     0.049,     1.172,     3.000,    10.263,     0.002,
  2,  2,  2,    10.033,    10.032,   681.642,   681.616,   252.739,   255.210,     0.208,     0.220,    19.081,    15.944,     0.338,     0.411,     2.292,     0.066,     0.000,     0.000,     0.000,   124.374, 10144.581,  2219.707,    -7.044,    -7.044,     0.000,     1.088,     0.050,     1.138,     3.000,    10.263,     0.002,
  2,  2,  3,    10.032,    10.031,   681.616,   681.589,   255.210,   257.677,     0.220,     0.233,    19.018,    15.886,     0.339,     0.412,     2.354,     0.066,     0.000,     0.000,     0.000,   118.116, 10740.493,  2183.264,    -7.034,    -7.034,     0.000,     1.056,     0.051,     1.107,     3.000,    10.263,     0.002,
  2,  2,  4,    10.031,    10.029,   681.589,   681.561,   257.677,   260.078,     0.233,     0.245,    18.733,    15.684,     0.344,     0.417,     2.413,     0.066,     0.000,     0.000,     0.000,   112.531, 11328.027,  2147.335,    -6.845,    -6.845,     0.000,     1.026,     0.052,     1.077,     3.000,    10.263,     0.002,
  2,  2,  5,    10.029,    10.028,   681.561,   681.531,   260.078,   262.339,     0.245,     0.256,    18.190,    15.319,     0.354,     0.424,     2.468,     0.066,     0.000,     0.000,     0.000,   107.652, 11890.728,  2112.924,    -6.446,    -6.446,     0.000,     0.998,     0.052,     1.051,     3.000,    10.263,     0.002,
  2,  2,  6,    10.028,    10.026,   681.531,   681.500,   262.339,   264.514,     0.256,     0.268,    17.849,    15.087,     0.361,     0.430,     2.517,     0.066,     0.000,     0.000,     0.000,   103.389, 12426.159,  2080.181,    -6.201,    -6.201,     0.000,     0.974,     0.053,     1.026,     3.000,    10.263,     0.002,
  2,  2,  7,    10.026,    10.025,   681.500,   681.468,   264.514,   266.648,     0.268,     0.278,    17.672,    14.963,     0.364,     0.433,     2.564,     0.066,     0.000,     0.000,     0.000,    99.560, 12946.232,  2048.375,    -6.083,    -6.083,     0.000,     0.951,     0.053,     1.004,     3.000,    10.263,     0.002,
  2,  2,  8,    10.025,    10.023,   681.468,   681.434,   266.648,   268.765,     0.278,     0.289,    17.585,    14.898,     0.366,     0.434,     2.609,     0.066,     0.000,     0.000,     0.000,    96.052, 13459.229,  2017.002,    -6.034,    -6.034,     0.000,     0.929,     0.054,     0.983,     3.000,    10.263,     0.002,
  2,  2,  9,    10.023,    10.021,   681.434,   681.398,   268.765,   270.879,     0.289,     0.300,    17.552,    14.868,     0.367,     0.435,     2.651,     0.066,     0.000,     0.000,     0.000,    92.797, 13969.875,  1985.773,    -6.027,    -6.027,     0.000,     0.908,     0.054,     0.963,     3.000,    10.263,     0.002,
  2,  2, 10,    10.021,    10.018,   681.398,   681.324,   270.879,   273.004,     0.300,     0.311,    17.571,    14.872,     0.366,     0.435,     2.693,     0.066,     0.000,     0.000,     0.000,    89.745, 14481.906,  1954.444,    -6.060,    -6.060,     0.000,     1.249,     0.077,     1.326,     3.000,    10.263,     0.002,
  2,  3,  1,    10.018,    10.016,   681.324,   681.285,   273.004,   275.057,     0.311,     0.321,    17.287,    14.682,     0.372,     0.439,     2.732,     0.066,     0.000,     0.000,     0.000,    86.926, 14986.508,  1923.570,    -5.850,    -5.850,     0.000,     0.870,     0.055,     0.925,     3.000,    10.263,     0.002,
  2,  3,  2,    10.016,    10.014,   681.285,   681.246,   275.057,   277.104,     0.321,     0.332,    17.253,    14.653,     0.373,     0.440,     2.770,     0.066,     0.000,     0.000,     0.000,    84.330, 15481.455,  1893.302,    -5.838,    -5.838,     0.000,     0.852,     0.056,     0.908,     3.000,    10.263,     0.002,
  2,  3,  3,    10.014,    10.012,   681.246,   681.204,   277.104,   279.149,     0.332,     0.342,    17.225,    14.629,     0.374,     0.441,     2.806,     0.066,     0.000,     0.000,     0.000,    81.889, 15975.554,  1863.087,    -5.830,    -5.830,     0.000,     0.835,     0.056,     0.891,     3.000,    10.263,     0.002,
  2,  3,  4,    10.012,    10.010,   681.204,   681.161,   279.149,   281.193,     0.342,     0.352,    17.201,    14.607,     0.374,     0.441,     2.841,     0.066,     0.000,     0.000,     0.000,    79.586, 16469.121,  1832.907,    -5.825,    -5.825,     0.000,     0.818,     0.056,     0.875,     3.000,    10.263,     0.002,
  2,  3,  5,    10.010,    10.008,   681.161,   681.117,   281.193,   283.235,     0.352,     0.363,    17.182,    14.589,     0.375,     0.442,     2.875,     0.066,     0.000,     0.000,     0.000,    77.411, 16962.398,  1802.746,    -5.823,    -5.823,     0.000,     0.802,     0.057,     0.859,     3.000,    10.263,     0.002,
  2,  3,  6,    10.008,    10.006,   681.117,   681.071,   283.235,   285.278,     0.363,     0.373,    17.168,    14.575,     0.375,     0.443,     2.907,     0.066,     0.000,     0.000,     0.000,    75.351, 17455.658,  1772.584,    -5.824,    -5.824,     0.000,     0.787,     0.057,     0.844,     3.000,    10.263,     0.002,
