   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   1.99808,   0.00000,   0.00000,
   2.29537,   0.00000,   0.00000,
   0.00000, 188.18240,**********,
   0.00000,   0.00000,**********,
  11.09442,   0.00000,**********,
  11.09442,   0.00000,**********,
