1,2,3,4,5,6,7,8;
17.68352,21.03333,11.64087,23.7298,25537.691,25537.691,1214.768,1241.289,19.475,0.00372,1.0,3500.0,50.113,990.0,                               25537.691,                               20783.539;
17.68352,21.03333,11.6307,23.72981,25535.936,25535.936,1214.766,1241.288,19.449,0.00371,1.0,3500.0,50.113,990.0,                               25535.936,                               20782.061;
17.67449,21.1,11.75617,24.05965,12157.657,12157.657,609.943,636.446,27.345,0.00375,0.5,3500.0,63.972,990.0,                               26113.943,                               21283.697;
17.67449,21.1,11.75616,24.05991,26114.178,26114.178,1218.282,1244.809,19.939,0.00377,1.0,3500.0,50.708,990.0,                               26114.178,                               21282.930;
17.67449,21.1,11.75616,24.05978,26114.023,26114.023,1218.281,1244.807,19.939,0.00377,1.0,3500.0,50.708,990.0,                               26114.023,                               21283.582;
17.67449,21.1,11.75616,24.05972,26113.871,26113.871,1218.281,1244.808,19.939,0.00377,1.0,3500.0,50.708,990.0,                               26113.871,                               21283.377;
17.67449,21.1,11.75616,24.05968,26114.021,26114.021,1218.279,1244.806,19.939,0.00377,1.0,3500.0,50.708,990.0,                               26114.021,                               21283.938;
17.66981,21.13333,11.75616,24.05968,26114.021,26114.021,1218.279,1244.806,19.939,0.00377,1.0,3500.0,50.708,990.0,                               26028.184,                               21312.561;
17.66981,21.13333,11.69707,23.91432,26417.266,26417.266,1221.52,1248.053,20.036,0.00383,1.0,3500.0,50.612,990.0,                               26417.266,                               20258.373;
17.66012,21.2,11.79808,24.0656,12088.145,12088.145,611.426,637.933,27.592,0.00381,0.5,3500.0,64.172,990.0,                               25744.766,                               20890.805;
17.66012,21.2,11.73457,23.93462,25620.699,25620.699,1219.428,1245.949,19.637,0.00373,1.0,3500.0,50.369,990.0,                               25620.699,                               21105.109;
17.6551,21.23333,11.73457,23.93462,25678.529,25678.529,1220.66,1247.182,19.698,0.00374,1.0,3500.0,50.419,990.0,                               25678.529,                               20981.271;
17.6551,21.23333,11.67917,23.81784,25579.982,25579.982,1220.299,1246.821,19.569,0.00373,1.0,3500.0,50.255,990.0,                               25579.982,                               20937.191;
17.6551,21.23333,11.67645,23.81038,25573.465,25573.465,1220.285,1246.807,19.566,0.00373,1.0,3500.0,50.247,990.0,                               25573.465,                               20950.180;
17.6551,21.23333,11.67453,23.80509,25569.264,25569.264,1220.269,1246.791,19.561,0.00373,1.0,3500.0,50.24,990.0,                               25569.264,                               20933.301;
17.6551,21.23333,11.67322,23.80151,25566.25,25566.25,1220.258,1246.78,19.558,0.00373,1.0,3500.0,50.235,990.0,                               25566.250,                               20932.051;
17.6551,21.23333,11.67236,23.79915,25560.928,25560.928,1220.234,1246.755,19.55,0.00372,1.0,3500.0,50.225,990.0,                               25560.928,                               20950.924;
17.6551,21.23333,11.67181,23.79763,25559.303,25559.303,1220.227,1246.749,19.548,0.00372,1.0,3500.0,50.222,990.0,                               25559.303,                               20926.625;
17.6551,21.23333,11.67146,23.79666,25558.508,25558.508,1220.223,1246.744,19.547,0.00372,1.0,3500.0,50.221,990.0,                               25558.508,                               20925.766;
17.6551,21.23333,11.67917,23.81785,25579.918,25579.918,1220.299,1246.821,19.569,0.00373,1.0,3500.0,50.255,990.0,                               25579.918,                               20937.410;
17.6551,21.23333,11.66109,23.7682,25553.172,25553.172,1220.224,1246.746,19.563,0.00373,1.0,3500.0,50.221,990.0,                               25553.172,                               20921.934;
17.64998,21.26667,11.66109,23.7682,26134.58,26134.58,1224.407,1250.932,19.572,0.00378,1.0,3500.0,50.013,990.0,                               26134.580,                               20979.229;
17.64474,21.3,11.76667,24.06797,11999.301,11999.301,612.362,638.869,27.584,0.00378,0.5,3500.0,64.285,990.0,                               26198.393,                               21133.520;
17.64474,21.3,11.69236,23.87576,26178.752,26178.752,1224.75,1251.277,19.754,0.00378,1.0,3500.0,50.33,990.0,                               26178.752,                               20994.992;
17.6394,21.33333,11.69236,23.87576,26054.471,26054.471,1225.358,1251.883,19.688,0.00377,1.0,3500.0,50.272,990.0,                               26054.471,                               20588.867;
17.63393,21.36667,11.99304,24.5696,12267.201,12267.201,612.961,639.466,27.985,0.0038,0.5,3500.0,64.907,990.0,                               26306.342,                               21827.078;
17.62836,21.4,11.99304,24.5696,26038.004,26038.004,1225.923,1252.448,20.274,0.00377,1.0,3500.0,51.335,990.0,                               26038.004,                               20973.270;
17.62836,21.4,11.82114,24.14775,25807.305,25807.305,1225.418,1251.943,19.99,0.00376,1.0,3500.0,50.832,990.0,                               25807.305,                               20372.006;
17.62268,21.43333,11.82114,24.14775,25305.502,25305.502,1223.049,1249.563,19.612,0.00367,1.0,3500.0,50.579,990.0,                               25305.502,                               21206.328;
17.61688,21.46667,11.73456,23.91336,11584.34,11584.34,615.223,641.729,27.33,0.00375,0.5,3500.0,63.951,990.0,                               25112.271,                               21214.682;
17.61688,21.46667,11.71438,23.88575,25006.227,25006.227,1222.963,1249.474,19.25,0.00363,1.0,3500.0,50.106,990.0,                               25006.227,                               21316.355;
17.61097,21.5,11.71438,23.88575,25006.227,25006.227,1222.963,1249.474,19.25,0.00363,1.0,3500.0,50.106,990.0,                               25467.146,                               20859.836;
17.61097,21.5,11.65272,23.79561,25411.955,25411.955,1226.776,1253.295,19.364,0.00368,1.0,3500.0,50.111,990.0,                               25411.955,                               21177.420;
17.61097,21.5,11.64608,23.77854,25445.129,25445.129,1226.956,1253.476,19.416,0.00369,1.0,3500.0,50.148,990.0,                               25445.129,                               21163.383;
17.61097,21.5,11.64095,23.76536,25424.189,25424.189,1226.867,1253.387,19.394,0.00369,1.0,3500.0,50.122,990.0,                               25424.189,                               21153.635;
17.61097,21.5,11.63724,23.75583,25411.305,25411.305,1226.82,1253.339,19.382,0.00369,1.0,3500.0,50.106,990.0,                               25411.305,                               21144.578;
17.61097,21.5,11.6347,23.74928,25404.607,25404.607,1226.779,1253.298,19.375,0.00368,1.0,3500.0,50.095,990.0,                               25404.607,                               21140.934;
17.61097,21.5,11.63301,23.74493,25399.365,25399.365,1226.752,1253.271,19.369,0.00368,1.0,3500.0,50.087,990.0,                               25399.365,                               21202.951;
17.61097,21.5,11.63191,23.74211,25398.48,25398.48,1226.753,1253.273,19.369,0.00368,1.0,3500.0,50.086,990.0,                               25398.480,                               21198.594;
17.61097,21.5,11.65273,23.79563,25412.32,25412.32,1226.779,1253.298,19.364,0.00368,1.0,3500.0,50.111,990.0,                               25412.320,                               21177.396;
17.60494,21.53333,12.0982,24.88865,11851.661,11851.661,615.416,641.921,28.071,0.00372,0.5,3500.0,65.413,990.0,                               25979.211,                               21316.939;
17.60494,21.53333,11.96714,24.56103,26127.803,26127.803,1230.217,1256.742,20.164,0.00374,1.0,3500.0,51.234,990.0,                               26127.803,                               21147.215;
17.5988,21.56667,11.96714,24.56103,26127.803,26127.803,1230.217,1256.742,20.164,0.00374,1.0,3500.0,51.234,990.0,                               25926.379,                               21120.141;
17.5988,21.56667,11.78274,24.1191,25573.053,25573.053,1229.144,1255.661,19.463,0.00366,1.0,3500.0,50.373,990.0,                               25573.053,                               21318.426;
17.59254,21.6,11.78274,24.1191,25573.053,25573.053,1229.144,1255.661,19.463,0.00366,1.0,3500.0,50.373,990.0,                               25383.311,                               21028.033;
17.58617,21.63333,11.6459,23.81424,25939.328,25939.328,1232.144,1258.675,20.013,0.0038,1.0,3500.0,50.72,990.0,                               25939.328,                               21131.523;
17.58617,21.63333,11.63569,23.80514,25933.117,25933.117,1232.129,1258.66,20.003,0.00379,1.0,3500.0,50.723,990.0,                               25933.117,                               21132.152;
17.57968,21.66667,11.63158,23.78615,25846.254,25846.254,1232.509,1259.039,19.975,0.00379,1.0,3500.0,50.699,990.0,                               25846.254,                               20643.914;
17.57968,21.66667,11.62427,23.76736,25100.938,25100.938,1229.106,1255.626,19.571,0.00368,1.0,3500.0,50.484,990.0,                               25100.938,                               20646.152;
17.57968,21.66667,11.61852,23.75257,25096.232,25096.232,1229.107,1255.628,19.562,0.00368,1.0,3500.0,50.466,990.0,                               25096.232,                               20157.689;
17.57968,21.66667,11.61431,23.74176,25092.311,25092.311,1229.105,1255.626,19.555,0.00368,1.0,3500.0,50.452,990.0,                               25092.311,                               20152.410;
17.57968,21.66667,11.6114,23.73428,25086.164,25086.164,1229.074,1255.595,19.556,0.00368,1.0,3500.0,50.45,990.0,                               25086.164,                               20148.631;
17.57307,21.7,12.09046,24.87696,11293.898,11293.898,615.554,642.056,28.112,0.00368,0.5,3500.0,65.655,990.0,                               26017.545,                               21380.461;
17.57307,21.7,11.96255,24.55145,26349.451,26349.451,1235.007,1261.54,20.636,0.00383,1.0,3500.0,51.699,990.0,                               26349.451,                               21430.504;
17.56635,21.73333,11.96255,24.55145,26349.451,26349.451,1235.007,1261.54,20.636,0.00383,1.0,3500.0,51.699,990.0,                               26354.689,                               21406.773;
17.56635,21.73333,11.80781,24.13858,26592.33,26592.33,1240.312,1266.849,20.496,0.00389,1.0,3500.0,51.159,990.0,                               26592.330,                               21056.469;
17.55255,21.8,11.74481,23.87691,25880.244,25880.244,1236.612,1263.14,20.04,0.00383,1.0,3500.0,50.617,990.0,                               25880.244,                               21124.271;
17.55255,21.8,11.73778,23.86856,25875.77,25875.77,1236.595,1263.123,20.025,0.00383,1.0,3500.0,50.607,990.0,                               25875.770,                               20599.734;
