        Nckt,       Ntube,        Nmod,      tRi(C),      tRo(C),    pRi(kPa),    pRo(kPa),  hRi(kJ/kg),  hRo(kJ/kg),         xRi,         xRo,      tAi(C),      tAo(C),        rhAi,        rhAo, hci(kW/m2K), hco(kW/m2K),   mu(uPa-s),     k(W/mK),  cp(kJ/kgK),  rho(kg/m3),       ReVap,       ReLiq,  QmodTot(W), QmodSens(W),  QmodLat(W),  MassLiq(g),  MassVap(g),     Mass(g),      DryWet,mdotR(kg/hr), mdotA(kg/s),
  3,  4,  5,     9.928,     9.923,   679.502,   679.405,   289.801,   291.051,     0.397,     0.403,    15.619,    13.437,     0.392,     0.451,     4.394,     0.066,     0.000,     0.000,     0.000,    69.530, 26141.430,  2314.380,    -4.912,    -4.912,     0.000,     0.678,     0.060,     0.738,     3.000,    12.877,     0.002,
  3,  4,  6,     9.923,     9.918,   679.405,   679.306,   291.051,   292.305,     0.403,     0.409,    15.630,    13.441,     0.392,     0.451,     4.419,     0.066,     0.000,     0.000,     0.000,    68.487, 26559.498,  2288.786,    -4.928,    -4.928,     0.000,     0.670,     0.060,     0.730,     3.000,    12.877,     0.002,
  3,  4,  7,     9.918,     9.913,   679.306,   679.205,   292.305,   293.564,     0.409,     0.416,    15.643,    13.445,     0.392,     0.451,     4.444,     0.066,     0.000,     0.000,     0.000,    67.471, 26979.107,  2263.096,    -4.947,    -4.947,     0.000,     0.662,     0.060,     0.722,     3.000,    12.877,     0.002,
  3,  4,  8,     9.913,     9.908,   679.205,   679.103,   293.564,   294.828,     0.416,     0.422,    15.658,    13.451,     0.391,     0.451,     4.469,     0.066,     0.000,     0.000,     0.000,    66.480, 27400.387,  2237.310,    -4.967,    -4.967,     0.000,     0.654,     0.060,     0.714,     3.000,    12.877,     0.002,
  3,  4,  9,     9.908,     9.903,   679.103,   678.998,   294.828,   296.098,     0.422,     0.429,    15.675,    13.458,     0.391,     0.450,     4.493,     0.066,     0.000,     0.000,     0.000,    65.513, 27823.527,  2211.414,    -4.990,    -4.990,     0.000,     0.647,     0.060,     0.707,     3.000,    12.877,     0.002,
  3,  4, 10,     9.903,     9.892,   678.998,   678.788,   296.098,   297.375,     0.429,     0.435,    15.696,    13.468,     0.390,     0.450,     4.517,     0.066,     0.000,     0.000,     0.000,    64.563, 28249.717,  2185.288,    -5.015,    -5.015,     0.000,     0.898,     0.085,     0.983,     3.000,    12.877,     0.002,
  3,  5,  1,     9.892,     9.887,   678.788,   678.679,   297.375,   298.649,     0.435,     0.442,    15.672,    13.448,     0.391,     0.451,     4.540,     0.066,     0.000,     0.000,     0.000,    63.637, 28676.674,  2159.119,    -5.007,    -5.007,     0.000,     0.632,     0.061,     0.692,     3.000,    12.877,     0.002,
  3,  5,  2,     9.887,     9.881,   678.679,   678.568,   298.649,   299.919,     0.442,     0.448,    15.645,    13.427,     0.391,     0.451,     4.562,     0.066,     0.000,     0.000,     0.000,    62.746, 29101.621,  2133.122,    -4.991,    -4.991,     0.000,     0.624,     0.061,     0.685,     3.000,    12.877,     0.002,
  3,  5,  3,     9.881,     9.876,   678.568,   678.455,   299.919,   301.186,     0.448,     0.455,    15.622,    13.410,     0.392,     0.452,     4.584,     0.066,     0.000,     0.000,     0.000,    61.881, 29525.408,  2107.197,    -4.979,    -4.979,     0.000,     0.617,     0.061,     0.678,     3.000,    12.877,     0.002,
  3,  5,  4,     9.876,     9.870,   678.455,   678.341,   301.186,   302.451,     0.455,     0.461,    15.604,    13.396,     0.392,     0.452,     4.605,     0.066,     0.000,     0.000,     0.000,    61.041, 29948.354,  2081.327,    -4.970,    -4.970,     0.000,     0.610,     0.061,     0.671,     3.000,    12.877,     0.002,
  3,  5,  5,     9.870,     9.864,   678.341,   678.224,   302.451,   303.714,     0.461,     0.468,    15.589,    13.383,     0.393,     0.453,     4.625,     0.066,     0.000,     0.000,     0.000,    60.224, 30370.721,  2055.496,    -4.964,    -4.964,     0.000,     0.603,     0.061,     0.664,     3.000,    12.877,     0.002,
  3,  5,  6,     9.864,     9.858,   678.224,   678.105,   303.714,   304.977,     0.468,     0.474,    15.576,    13.372,     0.393,     0.453,     4.645,     0.066,     0.000,     0.000,     0.000,    59.428, 30792.744,  2029.689,    -4.961,    -4.961,     0.000,     0.596,     0.061,     0.657,     3.000,    12.877,     0.002,
  3,  5,  7,     9.858,     9.852,   678.105,   677.984,   304.977,   306.239,     0.474,     0.480,    15.567,    13.363,     0.393,     0.453,     4.664,     0.066,     0.000,     0.000,     0.000,    58.654, 31214.625,  2003.894,    -4.960,    -4.960,     0.000,     0.589,     0.061,     0.651,     3.000,    12.877,     0.002,
  3,  5,  8,     9.852,     9.846,   677.984,   677.862,   306.239,   307.502,     0.480,     0.487,    15.560,    13.355,     0.394,     0.453,     4.683,     0.066,     0.000,     0.000,     0.000,    57.898, 31636.557,  1978.098,    -4.961,    -4.961,     0.000,     0.583,     0.062,     0.644,     3.000,    12.877,     0.002,
  3,  5,  9,     9.846,     9.840,   677.862,   677.737,   307.502,   308.765,     0.487,     0.493,    15.556,    13.350,     0.394,     0.454,     4.701,     0.066,     0.000,     0.000,     0.000,    57.162, 32058.762,  1952.289,    -4.966,    -4.966,     0.000,     0.576,     0.062,     0.638,     3.000,    12.877,     0.002,
  3,  5, 10,     9.840,     9.828,   677.737,   677.492,   308.765,   310.031,     0.493,     0.500,    15.556,    13.346,     0.394,     0.454,     4.718,     0.066,     0.000,     0.000,     0.000,    56.436, 32482.617,  1926.345,    -4.973,    -4.973,     0.000,     0.801,     0.087,     0.888,     3.000,    12.877,     0.002,
  3,  6,  1,     9.828,     9.821,   677.492,   677.363,   310.031,   311.458,     0.500,     0.507,    16.271,    13.779,     0.378,     0.443,     4.736,     0.066,     0.000,     0.000,     0.000,    55.684, 32933.723,  1898.747,    -5.609,    -5.609,     0.000,     0.563,     0.062,     0.625,     3.000,    12.877,     0.002,
  3,  6,  2,     9.821,     9.814,   677.363,   677.231,   311.458,   312.853,     0.507,     0.514,    16.117,    13.681,     0.381,     0.445,     4.754,     0.066,     0.000,     0.000,     0.000,    54.923, 33405.320,  1869.945,    -5.482,    -5.482,     0.000,     0.556,     0.062,     0.618,     3.000,    12.877,     0.002,
  3,  6,  3,     9.814,     9.808,   677.231,   677.096,   312.853,   314.256,     0.514,     0.521,    16.139,    13.691,     0.380,     0.445,     4.771,     0.066,     0.000,     0.000,     0.000,    54.189, 33872.750,  1841.401,    -5.510,    -5.510,     0.000,     0.549,     0.062,     0.611,     3.000,    12.877,     0.002,
  3,  6,  4,     9.808,     9.801,   677.096,   676.960,   314.256,   315.726,     0.521,     0.529,    16.437,    13.870,     0.375,     0.441,     4.788,     0.066,     0.000,     0.000,     0.000,    53.455, 34352.688,  1812.101,    -5.777,    -5.777,     0.000,     0.542,     0.062,     0.604,     3.000,    12.877,     0.002,
  3,  6,  5,     9.801,     9.794,   676.960,   676.821,   315.726,   317.136,     0.529,     0.536,    16.158,    13.696,     0.380,     0.444,     4.804,     0.066,     0.000,     0.000,     0.000,    52.738, 34834.039,  1782.720,    -5.542,    -5.542,     0.000,     0.535,     0.063,     0.598,     3.000,    12.877,     0.002,
  3,  6,  6,     9.794,     9.787,   676.821,   676.680,   317.136,   318.548,     0.536,     0.543,    16.155,    13.690,     0.380,     0.444,     4.819,     0.066,     0.000,     0.000,     0.000,    52.053, 35305.688,  1753.933,    -5.547,    -5.547,     0.000,     0.529,     0.063,     0.591,     3.000,    12.877,     0.002,
  3,  6,  7,     9.787,     9.780,   676.680,   676.536,   318.548,   320.022,     0.543,     0.551,    16.425,    13.852,     0.375,     0.441,     4.834,     0.066,     0.000,     0.000,     0.000,    51.371, 35787.934,  1724.508,    -5.792,    -5.792,     0.000,     0.522,     0.063,     0.585,     3.000,    12.877,     0.002,
  3,  6,  8,     9.780,     9.773,   676.536,   676.390,   320.022,   321.432,     0.551,     0.558,    16.126,    13.666,     0.380,     0.445,     4.847,     0.066,     0.000,     0.000,     0.000,    50.706, 36269.871,  1695.108,    -5.538,    -5.538,     0.000,     0.515,     0.063,     0.578,     3.000,    12.877,     0.002,
  3,  6,  9,     9.773,     9.765,   676.390,   676.242,   321.432,   322.837,     0.558,     0.565,    16.099,    13.645,     0.381,     0.446,     4.860,     0.066,     0.000,     0.000,     0.000,    50.073, 36740.422,  1666.407,    -5.522,    -5.522,     0.000,     0.509,     0.063,     0.572,     3.000,    12.877,     0.002,
  3,  6, 10,     9.765,     9.751,   676.242,   675.959,   322.837,   324.277,     0.565,     0.572,    16.245,    13.731,     0.378,     0.444,     4.872,     0.066,     0.000,     0.000,     0.000,    49.443, 37217.301,  1637.295,    -5.658,    -5.658,     0.000,     0.707,     0.089,     0.796,     3.000,    12.877,     0.002,
  4,  1,  1,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.120,     0.066,     0.000,     0.000,     0.000,   201.787,  5594.189,  3572.403,     0.000,    -4.530,     4.530,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  2,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.194,     0.066,     0.000,     0.000,     0.000,   201.787,  5977.817,  3548.917,     0.000,    -4.528,     4.528,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  3,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.266,     0.066,     0.000,     0.000,     0.000,   201.787,  6361.413,  3525.432,     0.000,    -4.529,     4.529,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  4,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.335,     0.066,     0.000,     0.000,     0.000,   201.787,  6745.133,  3501.938,     0.000,    -4.531,     4.531,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  5,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.403,     0.066,     0.000,     0.000,     0.000,   201.787,  7129.130,  3478.428,     0.000,    -4.535,     4.535,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  6,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.468,     0.066,     0.000,     0.000,     0.000,   201.787,  7513.521,  3454.894,     0.000,    -4.540,     4.540,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  7,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.532,     0.066,     0.000,     0.000,     0.000,   201.787,  7898.405,  3431.328,     0.000,    -4.547,     4.547,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  8,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.594,     0.066,     0.000,     0.000,     0.000,   201.787,  8283.896,  3407.725,     0.000,    -4.554,     4.554,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1,  9,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.654,     0.066,     0.000,     0.000,     0.000,   201.787,  8670.118,  3384.076,     0.000,    -4.563,     4.563,     1.351,     0.041,     1.392,     3.000,    12.877,     0.002,
  4,  1, 10,     7.655,     7.655,   634.276,   634.276,   231.744,   231.744,     0.114,     0.114,    24.683,    24.683,     0.224,     0.224,     2.713,     0.066,     0.000,     0.000,     0.000,   201.787,  9057.558,  3360.323,     0.000,    -4.575,     4.575,     1.899,     0.058,     1.957,     3.000,    12.877,     0.002,
  4,  2,  1,    10.030,    10.029,   681.578,   681.548,   239.738,   240.896,     0.142,     0.147,    15.664,    13.643,     0.391,     0.445,     2.771,     0.066,     0.000,     0.000,     0.000,   175.642,  9444.336,  3336.606,    -4.547,    -4.547,     0.000,     1.232,     0.047,     1.279,     3.000,    12.877,     0.002,
  4,  2,  2,    10.029,    10.027,   681.548,   681.516,   240.896,   242.060,     0.147,     0.153,    15.677,    13.644,     0.391,     0.445,     2.827,     0.066,     0.000,     0.000,     0.000,   169.669,  9830.799,  3312.941,    -4.575,    -4.575,     0.000,     1.209,     0.047,     1.257,     3.000,    12.877,     0.002,
  4,  2,  3,    10.027,    10.026,   681.516,   681.483,   242.060,   243.233,     0.153,     0.159,    15.700,    13.651,     0.390,     0.445,     2.882,     0.066,     0.000,     0.000,     0.000,   164.051, 10219.929,  3289.112,    -4.610,    -4.610,     0.000,     1.187,     0.048,     1.235,     3.000,    12.877,     0.002,
  4,  2,  4,    10.026,    10.024,   681.483,   681.449,   243.233,   244.418,     0.159,     0.165,    15.737,    13.668,     0.389,     0.444,     2.937,     0.066,     0.000,     0.000,     0.000,   158.748, 10612.512,  3265.070,    -4.656,    -4.656,     0.000,     1.165,     0.048,     1.214,     3.000,    12.877,     0.002,
  4,  2,  5,    10.024,    10.022,   681.449,   681.413,   244.418,   245.622,     0.165,     0.171,    15.806,    13.706,     0.388,     0.443,     2.990,     0.066,     0.000,     0.000,     0.000,   153.715, 11010.140,  3240.719,    -4.728,    -4.728,     0.000,     1.144,     0.049,     1.193,     3.000,    12.877,     0.002,
  4,  2,  6,    10.022,    10.020,   681.413,   681.376,   245.622,   246.861,     0.171,     0.178,    15.962,    13.798,     0.384,     0.441,     3.044,     0.066,     0.000,     0.000,     0.000,   148.887, 11416.849,  3215.812,    -4.871,    -4.871,     0.000,     1.124,     0.049,     1.173,     3.000,    12.877,     0.002,
  4,  2,  7,    10.020,    10.019,   681.376,   681.338,   246.861,   248.177,     0.178,     0.184,    16.305,    14.008,     0.378,     0.437,     3.099,     0.066,     0.000,     0.000,     0.000,   144.154, 11842.211,  3189.765,    -5.169,    -5.169,     0.000,     1.103,     0.050,     1.153,     3.000,    12.877,     0.002,
  4,  2,  8,    10.019,    10.017,   681.338,   681.298,   248.177,   249.442,     0.184,     0.191,    16.048,    13.839,     0.382,     0.440,     3.153,     0.066,     0.000,     0.000,     0.000,   139.661, 12271.955,  3163.450,    -4.973,    -4.973,     0.000,     1.083,     0.050,     1.133,     3.000,    12.877,     0.002,
  4,  2,  9,    10.017,    10.015,   681.298,   681.256,   249.442,   250.711,     0.191,     0.197,    16.048,    13.832,     0.382,     0.441,     3.205,     0.066,     0.000,     0.000,     0.000,   135.515, 12693.995,  3137.607,    -4.987,    -4.987,     0.000,     1.064,     0.051,     1.115,     3.000,    12.877,     0.002,
  4,  2, 10,    10.015,    10.010,   681.256,   681.162,   250.711,   252.019,     0.197,     0.204,    16.215,    13.931,     0.379,     0.439,     3.257,     0.066,     0.000,     0.000,     0.000,   131.538, 13123.576,  3111.264,    -5.139,    -5.139,     0.000,     1.470,     0.072,     1.542,     3.000,    12.877,     0.002,
  4,  3,  1,    10.010,    10.008,   681.162,   681.117,   252.019,   253.282,     0.204,     0.211,    15.984,    13.779,     0.383,     0.441,     3.307,     0.066,     0.000,     0.000,     0.000,   127.791, 13552.220,  3084.980,    -4.963,    -4.963,     0.000,     1.027,     0.052,     1.079,     3.000,    12.877,     0.002,
  4,  3,  2,    10.008,    10.006,   681.117,   681.072,   253.282,   254.544,     0.211,     0.217,    15.963,    13.760,     0.384,     0.442,     3.355,     0.066,     0.000,     0.000,     0.000,   124.322, 13972.703,  3059.229,    -4.958,    -4.958,     0.000,     1.010,     0.052,     1.062,     3.000,    12.877,     0.002,
  4,  3,  3,    10.006,    10.004,   681.072,   681.024,   254.544,   255.807,     0.217,     0.223,    15.953,    13.749,     0.384,     0.442,     3.402,     0.066,     0.000,     0.000,     0.000,   121.035, 14393.165,  3033.479,    -4.962,    -4.962,     0.000,     0.994,     0.052,     1.046,     3.000,    12.877,     0.002,
  4,  3,  4,    10.004,    10.001,   681.024,   680.975,   255.807,   257.074,     0.223,     0.230,    15.962,    13.749,     0.384,     0.442,     3.449,     0.066,     0.000,     0.000,     0.000,   117.911, 14814.639,  3007.668,    -4.981,    -4.981,     0.000,     0.978,     0.053,     1.031,     3.000,    12.877,     0.002,
  4,  3,  5,    10.001,     9.999,   680.975,   680.925,   257.074,   258.354,     0.230,     0.236,    16.004,    13.770,     0.383,     0.442,     3.495,     0.066,     0.000,     0.000,     0.000,   114.923, 15238.929,  2981.683,    -5.028,    -5.028,     0.000,     0.963,     0.053,     1.016,     3.000,    12.877,     0.002,
  4,  3,  6,     9.999,     9.996,   680.925,   680.873,   258.354,   259.664,     0.236,     0.243,    16.135,    13.847,     0.380,     0.440,     3.540,     0.066,     0.000,     0.000,     0.000,   112.036, 15670.377,  2955.258,    -5.149,    -5.149,     0.000,     0.947,     0.053,     1.001,     3.000,    12.877,     0.002,
  4,  3,  7,     9.996,     9.994,   680.873,   680.818,   259.664,   261.047,     0.243,     0.250,    16.457,    14.043,     0.374,     0.436,     3.586,     0.066,     0.000,     0.000,     0.000,   109.185, 16118.956,  2927.786,    -5.432,    -5.432,     0.000,     0.932,     0.054,     0.986,     3.000,    12.877,     0.002,
  4,  3,  8,     9.994,     9.991,   680.818,   680.763,   261.047,   262.371,     0.250,     0.257,    16.173,    13.860,     0.379,     0.440,     3.632,     0.066,     0.000,     0.000,     0.000,   106.458, 16569.920,  2900.168,    -5.204,    -5.204,     0.000,     0.917,     0.054,     0.971,     3.000,    12.877,     0.002,
  4,  3,  9,     9.991,     9.988,   680.763,   680.705,   262.371,   263.693,     0.257,     0.264,    16.149,    13.841,     0.380,     0.440,     3.675,     0.066,     0.000,     0.000,     0.000,   103.920, 17010.898,  2873.156,    -5.195,    -5.195,     0.000,     0.903,     0.054,     0.957,     3.000,    12.877,     0.002,
  4,  3, 10,     9.988,     9.982,   680.705,   680.579,   263.693,   265.049,     0.264,     0.270,    16.294,    13.927,     0.377,     0.439,     3.719,     0.066,     0.000,     0.000,     0.000,   101.465, 17457.830,  2845.741,    -5.329,    -5.329,     0.000,     1.249,     0.077,     1.327,     3.000,    12.877,     0.002,
  4,  4,  1,     9.982,     9.978,   680.579,   680.514,   265.049,   267.238,     0.270,     0.282,    20.130,    16.309,     0.309,     0.393,     3.774,     0.066,     0.000,     0.000,     0.000,    98.413, 18048.539,  2809.539,    -8.600,    -8.600,     0.000,     0.871,     0.055,     0.926,     3.000,    12.877,     0.002,
  4,  4,  2,     9.978,     9.975,   680.514,   680.447,   267.238,   269.433,     0.282,     0.293,    20.134,    16.302,     0.309,     0.393,     3.841,     0.066,     0.000,     0.000,     0.000,    94.869, 18778.416,  2764.888,    -8.625,    -8.625,     0.000,     0.850,     0.056,     0.905,     3.000,    12.877,     0.002,
  4,  4,  3,     9.975,     9.971,   680.447,   680.376,   269.433,   271.635,     0.293,     0.304,    20.138,    16.295,     0.309,     0.393,     3.905,     0.066,     0.000,     0.000,     0.000,    91.561, 19510.531,  2720.101,    -8.651,    -8.651,     0.000,     0.829,     0.056,     0.886,     3.000,    12.877,     0.002,
  4,  4,  4,     9.971,     9.968,   680.376,   680.302,   271.635,   273.843,     0.304,     0.315,    20.144,    16.289,     0.309,     0.393,     3.968,     0.066,     0.000,     0.000,     0.000,    88.466, 20244.879,  2675.181,    -8.677,    -8.677,     0.000,     0.810,     0.057,     0.866,     3.000,    12.877,     0.002,
  4,  4,  5,     9.968,     9.964,   680.302,   680.225,   273.843,   276.058,     0.315,     0.327,    20.151,    16.284,     0.309,     0.393,     4.028,     0.066,     0.000,     0.000,     0.000,    85.563, 20981.455,  2630.123,    -8.703,    -8.703,     0.000,     0.791,     0.057,     0.848,     3.000,    12.877,     0.002,
  4,  4,  6,     9.964,     9.960,   680.225,   680.145,   276.058,   278.279,     0.327,     0.338,    20.158,    16.280,     0.309,     0.393,     4.087,     0.066,     0.000,     0.000,     0.000,    82.837, 21720.260,  2584.933,    -8.728,    -8.728,     0.000,     0.773,     0.057,     0.831,     3.000,    12.877,     0.002,
  4,  4,  7,     9.960,     9.956,   680.145,   680.061,   278.279,   280.507,     0.338,     0.349,    20.167,    16.277,     0.309,     0.393,     4.143,     0.066,     0.000,     0.000,     0.000,    80.270, 22461.299,  2539.609,    -8.754,    -8.754,     0.000,     0.756,     0.058,     0.814,     3.000,    12.877,     0.002,
  4,  4,  8,     9.956,     9.951,   680.061,   679.974,   280.507,   282.741,     0.349,     0.361,    20.177,    16.276,     0.308,     0.393,     4.198,     0.066,     0.000,     0.000,     0.000,    77.850, 23204.604,  2494.149,    -8.780,    -8.780,     0.000,     0.739,     0.058,     0.797,     3.000,    12.877,     0.002,
  4,  4,  9,     9.951,     9.947,   679.974,   679.883,   282.741,   284.983,     0.361,     0.372,    20.189,    16.275,     0.308,     0.393,     4.250,     0.066,     0.000,     0.000,     0.000,    75.564, 23950.254,  2448.549,    -8.808,    -8.808,     0.000,     0.723,     0.059,     0.781,     3.000,    12.877,     0.002,
  4,  4, 10,     9.947,     9.938,   679.883,   679.697,   284.983,   287.232,     0.372,     0.383,    20.203,    16.277,     0.308,     0.393,     4.301,     0.066,     0.000,     0.000,     0.000,    73.394, 24699.230,  2402.698,    -8.837,    -8.837,     0.000,     0.994,     0.083,     1.077,     3.000,    12.877,     0.002,
  4,  5,  1,     9.938,     9.933,   679.697,   679.604,   287.232,   288.490,     0.383,     0.390,    15.673,    13.477,     0.391,     0.450,     4.340,     0.066,     0.000,     0.000,     0.000,    71.769, 25284.904,  2366.826,    -4.942,    -4.942,     0.000,     0.695,     0.059,     0.754,     3.000,    12.877,     0.002,
  4,  5,  2,     9.933,     9.928,   679.604,   679.509,   288.490,   289.743,     0.390,     0.396,    15.646,    13.457,     0.391,     0.450,     4.367,     0.066,     0.000,     0.000,     0.000,    70.656, 25704.102,  2341.159,    -4.926,    -4.926,     0.000,     0.687,     0.059,     0.746,     3.000,    12.877,     0.002,
  4,  5,  3,     9.928,     9.923,   679.509,   679.412,   289.743,   290.994,     0.396,     0.403,    15.623,    13.440,     0.392,     0.451,     4.393,     0.066,     0.000,     0.000,     0.000,    69.580, 26122.135,  2315.565,    -4.914,    -4.914,     0.000,     0.678,     0.060,     0.738,     3.000,    12.877,     0.002,
  4,  5,  4,     9.923,     9.918,   679.412,   679.314,   290.994,   292.242,     0.403,     0.409,    15.604,    13.425,     0.392,     0.451,     4.418,     0.066,     0.000,     0.000,     0.000,    68.537, 26539.350,  2290.020,    -4.906,    -4.906,     0.000,     0.670,     0.060,     0.730,     3.000,    12.877,     0.002,
  4,  5,  5,     9.918,     9.913,   679.314,   679.213,   292.242,   293.489,     0.409,     0.415,    15.589,    13.412,     0.393,     0.452,     4.443,     0.066,     0.000,     0.000,     0.000,    67.526, 26955.996,  2264.513,    -4.900,    -4.900,     0.000,     0.663,     0.060,     0.722,     3.000,    12.877,     0.002,
  4,  5,  6,     9.913,     9.908,   679.213,   679.111,   293.489,   294.735,     0.415,     0.422,    15.577,    13.401,     0.393,     0.452,     4.467,     0.066,     0.000,     0.000,     0.000,    66.545, 27372.301,  2239.031,    -4.897,    -4.897,     0.000,     0.655,     0.060,     0.715,     3.000,    12.877,     0.002,
  4,  5,  7,     9.908,     9.903,   679.111,   679.006,   294.735,   295.981,     0.422,     0.428,    15.567,    13.392,     0.393,     0.452,     4.491,     0.066,     0.000,     0.000,     0.000,    65.592, 27788.471,  2213.558,    -4.896,    -4.896,     0.000,     0.647,     0.060,     0.708,     3.000,    12.877,     0.002,
  4,  5,  8,     9.903,     9.898,   679.006,   678.900,   295.981,   297.228,     0.428,     0.434,    15.560,    13.384,     0.394,     0.453,     4.514,     0.066,     0.000,     0.000,     0.000,    64.665, 28204.676,  2188.086,    -4.897,    -4.897,     0.000,     0.640,     0.060,     0.700,     3.000,    12.877,     0.002,
  4,  5,  9,     9.898,     9.892,   678.900,   678.792,   297.228,   298.475,     0.434,     0.441,    15.557,    13.379,     0.394,     0.453,     4.537,     0.066,     0.000,     0.000,     0.000,    63.764, 28621.168,  2162.598,    -4.901,    -4.901,     0.000,     0.632,     0.061,     0.693,     3.000,    12.877,     0.002,
  4,  5, 10,     9.892,     9.882,   678.792,   678.575,   298.475,   299.724,     0.441,     0.447,    15.557,    13.376,     0.394,     0.453,     4.559,     0.066,     0.000,     0.000,     0.000,    62.879, 29039.201,  2136.977,    -4.909,    -4.909,     0.000,     0.879,     0.085,     0.964,     3.000,    12.877,     0.002,
  4,  6,  1,     9.882,     9.876,   678.575,   678.462,   299.724,   301.119,     0.447,     0.454,    16.199,    13.765,     0.380,     0.444,     4.581,     0.066,     0.000,     0.000,     0.000,    61.969, 29481.688,  2109.867,    -5.479,    -5.479,     0.000,     0.618,     0.061,     0.679,     3.000,    12.877,     0.002,
  4,  6,  2,     9.876,     9.870,   678.462,   678.346,   301.119,   302.483,     0.454,     0.461,    16.054,    13.672,     0.382,     0.445,     4.604,     0.066,     0.000,     0.000,     0.000,    61.053, 29942.332,  2081.698,    -5.361,    -5.361,     0.000,     0.610,     0.061,     0.671,     3.000,    12.877,     0.002,
  4,  6,  3,     9.870,     9.864,   678.346,   678.229,   302.483,   303.856,     0.461,     0.468,    16.084,    13.687,     0.382,     0.445,     4.626,     0.066,     0.000,     0.000,     0.000,    60.170, 30399.457,  2053.749,    -5.395,    -5.395,     0.000,     0.602,     0.061,     0.664,     3.000,    12.877,     0.002,
  4,  6,  4,     9.864,     9.858,   678.229,   678.109,   303.856,   305.298,     0.468,     0.476,    16.388,    13.870,     0.376,     0.441,     4.648,     0.066,     0.000,     0.000,     0.000,    59.289, 30869.562,  2025.010,    -5.667,    -5.667,     0.000,     0.595,     0.061,     0.656,     3.000,    12.877,     0.002,
  4,  6,  5,     9.858,     9.852,   678.109,   677.987,   305.298,   306.682,     0.476,     0.483,    16.114,    13.699,     0.381,     0.444,     4.670,     0.066,     0.000,     0.000,     0.000,    58.428, 31341.496,  1996.165,    -5.437,    -5.437,     0.000,     0.587,     0.062,     0.649,     3.000,    12.877,     0.002,
  4,  6,  6,     9.852,     9.846,   677.987,   677.863,   306.682,   308.067,     0.483,     0.490,    16.115,    13.696,     0.381,     0.444,     4.690,     0.066,     0.000,     0.000,     0.000,    57.608, 31804.105,  1967.892,    -5.446,    -5.446,     0.000,     0.580,     0.062,     0.642,     3.000,    12.877,     0.002,
  4,  6,  7,     9.846,     9.840,   677.863,   677.736,   308.067,   309.516,     0.490,     0.497,    16.390,    13.860,     0.376,     0.441,     4.710,     0.066,     0.000,     0.000,     0.000,    56.792, 32277.576,  1938.960,    -5.693,    -5.693,     0.000,     0.573,     0.062,     0.635,     3.000,    12.877,     0.002,
  4,  6,  8,     9.840,     9.833,   677.736,   677.608,   309.516,   310.901,     0.497,     0.504,    16.094,    13.675,     0.381,     0.445,     4.729,     0.066,     0.000,     0.000,     0.000,    55.999, 32750.977,  1910.038,    -5.443,    -5.443,     0.000,     0.566,     0.062,     0.628,     3.000,    12.877,     0.002,
  4,  6,  9,     9.833,     9.827,   677.608,   677.477,   310.901,   312.283,     0.504,     0.511,    16.069,    13.657,     0.382,     0.446,     4.747,     0.066,     0.000,     0.000,     0.000,    55.244, 33213.266,  1881.798,    -5.429,    -5.429,     0.000,     0.559,     0.062,     0.621,     3.000,    12.877,     0.002,
  4,  6, 10,     9.827,     9.814,   677.477,   677.222,   312.283,   313.699,     0.511,     0.518,    16.217,    13.744,     0.379,     0.444,     4.764,     0.066,     0.000,     0.000,     0.000,    54.496, 33681.949,  1853.135,    -5.566,    -5.566,     0.000,     0.776,     0.088,     0.863,     3.000,    12.877,     0.002,
