"0	0	0"
  12.07582,   0.00000,   0.00000,
   5.53538,   0.00000,   0.00000,
   9.45953,   0.00000,   0.00000,
   9.89628,   0.00000,   0.00000,
   6.19684,   0.00000,   0.00000,
   9.45953,   0.00000,   0.00000,
  12.25446,   0.00000,   0.00000,
   7.60557,   0.00000,   0.00000,
   9.35475,   0.00000,   0.00000,
  12.44788,   0.00000,   0.00000,
   8.52116,   0.00000,   0.00000,
  11.37422,   0.00000,   0.00000,
  12.29437,   0.00000,   0.00000,
   8.06222,   0.00000,   0.00000,
  11.80701,   0.00000,   0.00000,
  13.37489,   0.00000,   0.00000,
  10.19089,   0.00000,   0.00000,
  12.36767,   0.00000,   0.00000,
  13.31947,   0.00000,   0.00000,
   8.37227,   0.00000,   0.00000,
  10.26978,   0.00000,   0.00000,
  12.18154,   0.00000,   0.00000,
   8.44379,   0.00000,   0.00000,
   9.55899,   0.00000,   0.00000,
  15.03320,   0.00000,   0.00000,
   7.97091,   0.00000,   0.00000,
   9.47704,   0.00000,   0.00000,
  11.60577,   0.00000,   0.00000,
   7.26417,   0.00000,   0.00000,
  10.58224,   0.00000,   0.00000,
  11.50254,   0.00000,   0.00000,
   6.48829,   0.00000,   0.00000,
   8.87364,   0.00000,   0.00000,
  13.05767,   0.00000,   0.00000,
   6.39201,   0.00000,   0.00000,
   9.49456,   0.00000,   0.00000,
  12.50146,   0.00000,   0.00000,
   7.05598,   0.00000,   0.00000,
   8.20834,   0.00000,   0.00000,
   9.73578,   0.00000,   0.00000,
   4.76515,   0.00000,   0.00000,
   6.90563,   0.00000,   0.00000,
   9.84262,   0.00000,   0.00000,
   5.86603,   0.00000,   0.00000,
   9.33736,   0.00000,   0.00000,
   8.77216,   0.00000,   0.00000,
   6.53672,   0.00000,   0.00000,
   6.95555,   0.00000,   0.00000,
  11.81352,   0.00000,   0.00000,
   5.24466,   0.00000,   0.00000,
   9.04404,   0.00000,   0.00000,
   9.22754,   0.00000,   0.00000,
   5.61601,   0.00000,   0.00000,
   7.14195,   0.00000,   0.00000,
   8.95862,   0.00000,**********,
   6.40640,   0.00000,**********,
   3.28671,   0.00000,**********,
   2.95174,   0.00000,**********,
  10.46527,   0.00000,   0.00000,
