        Nckt,       Ntube,        Nmod,      tRi(C),      tRo(C),    pRi(kPa),    pRo(kPa),  hRi(kJ/kg),  hRo(kJ/kg),         xRi,         xRo,      tAi(C),      tAo(C),        rhAi,        rhAo,  hci(W/m2K),          EF,  hco(W/m2K),   mu(uPa-s),     k(W/mK),  cp(kJ/kgK),  rho(kg/m3),       ReVap,       ReLiq,     Qmod(W),  MassLiq(g),  MassVap(g),  MassTot(g),  mdot(kg/h),
  3,  4,  5,    28.903,    28.565,  1648.794,  1648.736,   235.196,   234.768,     0.000,     0.000,    26.596,    27.035,     0.547,     0.533,   454.607,     1.000,    67.043,   160.512,     0.082,     1.267,  1179.107,     0.000,  7693.407,     2.227,     6.426,     0.000,     6.426,    17.170,
  3,  4,  6,    28.565,    27.918,  1648.736,  1648.677,   234.768,   233.947,     0.000,     0.000,    24.145,    24.988,     0.612,     0.582,   454.604,     1.000,    66.974,   161.444,     0.083,     1.264,  1181.153,     0.000,  7693.268,     4.265,     6.426,     0.000,     6.426,    17.170,
  3,  4,  7,    27.918,    27.432,  1648.677,  1648.619,   233.947,   233.335,     0.000,     0.000,    24.620,    25.249,     0.598,     0.576,   454.602,     1.000,    66.986,   162.522,     0.083,     1.262,  1183.489,     0.000,  7693.128,     3.182,     6.426,     0.000,     6.426,    17.170,
  3,  4,  8,    27.432,    27.105,  1648.619,  1648.560,   233.335,   232.925,     0.000,     0.000,    25.218,    25.640,     0.581,     0.567,   454.600,     1.000,    67.003,   163.300,     0.083,     1.260,  1185.148,     0.000,  7692.990,     2.136,     6.426,     0.000,     6.426,    17.170,
  3,  4,  9,    27.105,    26.938,  1648.560,  1648.501,   232.925,   232.714,     0.000,     0.000,    25.973,    26.188,     0.562,     0.554,   454.597,     1.000,    67.024,   163.772,     0.083,     1.258,  1186.156,     0.000,  7692.850,     1.093,     6.426,     0.000,     6.426,    17.170,
  3,  4, 10,    26.938,    26.936,  1648.501,  1648.438,   232.714,   232.712,     0.000,     0.000,    26.927,    26.929,     0.540,     0.539,   454.595,     1.000,    67.053,   163.933,     0.083,     1.258,  1186.500,     0.000,  7692.706,     0.011,     7.610,     0.000,     7.610,    17.170,
  3,  5,  1,    26.936,    26.991,  1648.438,  1648.380,   232.712,   232.781,     0.000,     0.000,    27.306,    27.236,     0.532,     0.534,   454.592,     1.000,    67.065,   163.882,     0.083,     1.258,  1186.391,     0.000,  7692.561,    -0.357,     6.426,     0.000,     6.426,    17.170,
  3,  5,  2,    26.991,    27.035,  1648.380,  1648.321,   232.781,   232.836,     0.000,     0.000,    27.288,    27.231,     0.532,     0.534,   454.590,     1.000,    67.065,   163.788,     0.083,     1.258,  1186.190,     0.000,  7692.420,    -0.287,     6.426,     0.000,     6.426,    17.170,
  3,  5,  3,    27.035,    27.069,  1648.321,  1648.263,   232.836,   232.879,     0.000,     0.000,    27.265,    27.221,     0.532,     0.534,   454.588,     1.000,    67.064,   163.713,     0.083,     1.259,  1186.031,     0.000,  7692.282,    -0.222,     6.426,     0.000,     6.426,    17.170,
  3,  5,  4,    27.069,    27.094,  1648.263,  1648.204,   232.879,   232.910,     0.000,     0.000,    27.237,    27.205,     0.533,     0.534,   454.585,     1.000,    67.063,   163.657,     0.083,     1.259,  1185.910,     0.000,  7692.143,    -0.163,     6.426,     0.000,     6.426,    17.170,
  3,  5,  5,    27.094,    27.110,  1648.204,  1648.146,   232.910,   232.931,     0.000,     0.000,    27.203,    27.182,     0.534,     0.534,   454.583,     1.000,    67.062,   163.617,     0.083,     1.259,  1185.826,     0.000,  7692.004,    -0.106,     6.426,     0.000,     6.426,    17.170,
  3,  5,  6,    27.110,    27.117,  1648.146,  1648.087,   232.931,   232.940,     0.000,     0.000,    27.160,    27.151,     0.535,     0.535,   454.580,     1.000,    67.060,   163.594,     0.083,     1.259,  1185.777,     0.000,  7691.865,    -0.049,     6.426,     0.000,     6.426,    17.170,
  3,  5,  7,    27.117,    27.115,  1648.087,  1648.029,   232.940,   232.937,     0.000,     0.000,    27.104,    27.106,     0.536,     0.536,   454.578,     1.000,    67.059,   163.589,     0.083,     1.259,  1185.766,     0.000,  7691.727,     0.013,     6.426,     0.000,     6.426,    17.170,
  3,  5,  8,    27.115,    27.102,  1648.029,  1647.970,   232.937,   232.921,     0.000,     0.000,    27.025,    27.043,     0.537,     0.537,   454.576,     1.000,    67.057,   163.604,     0.083,     1.259,  1185.797,     0.000,  7691.586,     0.087,     6.426,     0.000,     6.426,    17.170,
  3,  5,  9,    27.102,    27.074,  1647.970,  1647.912,   232.921,   232.885,     0.000,     0.000,    26.910,    26.947,     0.540,     0.539,   454.573,     1.000,    67.053,   163.643,     0.083,     1.259,  1185.881,     0.000,  7691.448,     0.185,     6.426,     0.000,     6.426,    17.170,
  3,  5, 10,    27.074,    27.021,  1647.912,  1647.848,   232.885,   232.819,     0.000,     0.000,    26.718,    26.785,     0.544,     0.542,   454.571,     1.000,    67.047,   163.720,     0.083,     1.258,  1186.046,     0.000,  7691.304,     0.343,     7.610,     0.000,     7.610,    17.170,
  3,  6,  1,    27.021,    27.069,  1647.848,  1647.790,   232.819,   232.880,     0.000,     0.000,    27.349,    27.286,     0.530,     0.532,   454.568,     1.000,    67.066,   163.724,     0.083,     1.258,  1186.054,     0.000,  7691.159,    -0.316,     6.426,     0.000,     6.426,    17.170,
  3,  6,  2,    27.069,    27.113,  1647.790,  1647.731,   232.880,   232.934,     0.000,     0.000,    27.363,    27.307,     0.530,     0.531,   454.566,     1.000,    67.066,   163.636,     0.083,     1.259,  1185.866,     0.000,  7691.019,    -0.283,     6.426,     0.000,     6.426,    17.170,
  3,  6,  3,    27.113,    27.151,  1647.731,  1647.673,   232.934,   232.982,     0.000,     0.000,    27.370,    27.321,     0.529,     0.531,   454.564,     1.000,    67.066,   163.558,     0.083,     1.259,  1185.700,     0.000,  7690.881,    -0.248,     6.426,     0.000,     6.426,    17.170,
  3,  6,  4,    27.151,    27.172,  1647.673,  1647.614,   232.982,   233.009,     0.000,     0.000,    27.296,    27.268,     0.531,     0.532,   454.561,     1.000,    67.064,   163.501,     0.083,     1.259,  1185.579,     0.000,  7690.741,    -0.140,     6.426,     0.000,     6.426,    17.170,
  3,  6,  5,    27.172,    27.095,  1647.614,  1647.556,   233.009,   232.912,     0.000,     0.000,    26.647,    26.747,     0.545,     0.541,   454.559,     1.000,    67.043,   163.555,     0.083,     1.259,  1185.693,     0.000,  7690.603,     0.506,     6.426,     0.000,     6.426,    17.170,
  3,  6,  6,    27.095,    26.669,  1647.556,  1647.497,   232.912,   232.376,     0.000,     0.000,    24.206,    24.756,     0.609,     0.590,   454.557,     1.000,    66.975,   164.036,     0.083,     1.258,  1186.720,     0.000,  7690.463,     2.787,     6.426,     0.000,     6.426,    17.170,
  3,  6,  7,    26.669,    26.377,  1647.497,  1647.439,   232.376,   232.009,     0.000,     0.000,    24.691,    25.068,     0.595,     0.581,   454.554,     1.000,    66.988,   164.723,     0.083,     1.256,  1188.185,     0.000,  7690.323,     1.908,     6.427,     0.000,     6.427,    17.170,
  3,  6,  8,    26.377,    26.218,  1647.439,  1647.380,   232.009,   231.809,     0.000,     0.000,    25.301,    25.506,     0.577,     0.570,   454.552,     1.000,    67.004,   165.153,     0.084,     1.255,  1189.104,     0.000,  7690.184,     1.038,     6.427,     0.000,     6.427,    17.170,
  3,  6,  9,    26.218,    26.196,  1647.380,  1647.322,   231.809,   231.782,     0.000,     0.000,    26.070,    26.099,     0.557,     0.556,   454.550,     1.000,    67.026,   165.326,     0.084,     1.254,  1189.472,     0.000,  7690.045,     0.143,     6.427,     0.000,     6.427,    17.170,
  3,  6, 10,    26.196,    26.321,  1647.322,  1647.258,   231.782,   231.939,     0.000,     0.000,    27.041,    26.881,     0.535,     0.540,   454.547,     1.000,    67.055,   165.227,     0.084,     1.255,  1189.262,     0.000,  7689.900,    -0.815,     7.611,     0.000,     7.611,    17.170,
  3,  7,  1,    26.321,    25.744,  1647.258,  1647.199,   231.939,   231.215,     0.000,     0.000,    22.421,    23.164,     0.672,     0.643,   454.545,     1.000,    66.934,   165.663,     0.084,     1.254,  1190.175,     0.000,  7689.754,     3.762,     6.427,     0.000,     6.427,    17.170,
  3,  7,  2,    25.744,    25.238,  1647.199,  1647.141,   231.215,   230.583,     0.000,     0.000,    22.335,    22.985,     0.676,     0.650,   454.542,     1.000,    66.932,   166.709,     0.084,     1.251,  1192.358,     0.000,  7689.615,     3.288,     6.427,     0.000,     6.427,    17.170,
  3,  7,  3,    25.238,    24.796,  1647.141,  1647.082,   230.583,   230.031,     0.000,     0.000,    22.262,    22.830,     0.679,     0.656,   454.540,     1.000,    66.931,   167.628,     0.084,     1.249,  1194.259,     0.000,  7689.476,     2.870,     6.427,     0.000,     6.427,    17.170,
  3,  7,  4,    24.796,    24.410,  1647.082,  1647.023,   230.031,   229.549,     0.000,     0.000,    22.200,    22.695,     0.681,     0.661,   454.538,     1.000,    66.929,   168.430,     0.084,     1.247,  1195.918,     0.000,  7689.335,     2.504,     6.427,     0.000,     6.427,    17.170,
  3,  7,  5,    24.410,    24.074,  1647.023,  1646.964,   229.549,   229.129,     0.000,     0.000,    22.146,    22.578,     0.683,     0.666,   454.535,     1.000,    66.929,   169.129,     0.084,     1.245,  1197.365,     0.000,  7689.196,     2.184,     6.427,     0.000,     6.427,    17.170,
  3,  7,  6,    24.074,    23.779,  1646.964,  1646.905,   229.129,   228.763,     0.000,     0.000,    22.100,    22.476,     0.685,     0.670,   454.533,     1.000,    66.927,   169.744,     0.085,     1.244,  1198.623,     0.000,  7689.056,     1.904,     6.427,     0.000,     6.427,    17.170,
  3,  7,  7,    23.779,    23.522,  1646.905,  1646.846,   228.763,   228.444,     0.000,     0.000,    22.061,    22.389,     0.687,     0.673,   454.530,     1.000,    66.927,   170.285,     0.085,     1.243,  1199.714,     0.000,  7688.917,     1.657,     6.427,     0.000,     6.427,    17.170,
  3,  7,  8,    23.522,    23.299,  1646.846,  1646.788,   228.444,   228.167,     0.000,     0.000,    22.028,    22.313,     0.688,     0.676,   454.528,     1.000,    66.926,   170.758,     0.085,     1.242,  1200.661,     0.000,  7688.777,     1.442,     6.427,     0.000,     6.427,    17.170,
  3,  7,  9,    23.299,    23.104,  1646.788,  1646.729,   228.167,   227.926,     0.000,     0.000,    21.999,    22.247,     0.689,     0.679,   454.526,     1.000,    66.925,   171.168,     0.085,     1.241,  1201.486,     0.000,  7688.637,     1.254,     6.427,     0.000,     6.427,    17.170,
  3,  7, 10,    23.104,    22.935,  1646.729,  1646.665,   227.926,   227.716,     0.000,     0.000,    21.975,    22.190,     0.690,     0.681,   454.523,     1.000,    66.925,   171.526,     0.085,     1.240,  1202.202,     0.000,  7688.491,     1.090,     7.611,     0.000,     7.611,    17.170,
  3,  8,  1,    22.935,    22.869,  1646.665,  1646.606,   227.716,   227.634,     0.000,     0.000,    22.494,    22.578,     0.669,     0.666,   454.521,     1.000,    66.935,   171.756,     0.085,     1.240,  1202.666,     0.000,  7688.345,     0.426,     6.427,     0.000,     6.427,    17.170,
  3,  8,  2,    22.869,    22.830,  1646.606,  1646.547,   227.634,   227.585,     0.000,     0.000,    22.605,    22.655,     0.665,     0.663,   454.518,     1.000,    66.938,   171.860,     0.085,     1.239,  1202.874,     0.000,  7688.205,     0.255,     6.427,     0.000,     6.427,    17.170,
  3,  8,  3,    22.830,    22.815,  1646.547,  1646.488,   227.585,   227.568,     0.000,     0.000,    22.734,    22.752,     0.660,     0.660,   454.516,     1.000,    66.941,   171.913,     0.085,     1.239,  1202.979,     0.000,  7688.065,     0.093,     6.427,     0.000,     6.427,    17.170,
  3,  8,  4,    22.815,    22.826,  1646.488,  1646.429,   227.568,   227.580,     0.000,     0.000,    22.883,    22.870,     0.655,     0.655,   454.514,     1.000,    66.945,   171.917,     0.085,     1.239,  1202.988,     0.000,  7687.925,    -0.065,     6.427,     0.000,     6.427,    17.170,
  3,  8,  5,    22.826,    22.860,  1646.429,  1646.370,   227.580,   227.623,     0.000,     0.000,    23.056,    23.012,     0.648,     0.650,   454.511,     1.000,    66.949,   171.873,     0.085,     1.239,  1202.899,     0.000,  7687.785,    -0.222,     6.427,     0.000,     6.427,    17.170,
  3,  8,  6,    22.860,    22.919,  1646.370,  1646.311,   227.623,   227.696,     0.000,     0.000,    23.255,    23.180,     0.641,     0.644,   454.509,     1.000,    66.953,   171.781,     0.085,     1.240,  1202.714,     0.000,  7687.645,    -0.381,     6.427,     0.000,     6.427,    17.170,
  3,  8,  7,    22.919,    23.004,  1646.311,  1646.252,   227.696,   227.801,     0.000,     0.000,    23.484,    23.376,     0.633,     0.638,   454.507,     1.000,    66.958,   171.639,     0.085,     1.240,  1202.431,     0.000,  7687.505,    -0.545,     6.427,     0.000,     6.427,    17.170,
  3,  8,  8,    23.004,    23.115,  1646.252,  1646.193,   227.801,   227.938,     0.000,     0.000,    23.745,    23.604,     0.625,     0.630,   454.504,     1.000,    66.964,   171.447,     0.085,     1.240,  1202.045,     0.000,  7687.365,    -0.715,     6.427,     0.000,     6.427,    17.170,
  3,  8,  9,    23.115,    23.499,  1646.193,  1646.134,   227.938,   228.416,     0.000,     0.000,    25.687,    25.197,     0.569,     0.585,   454.502,     1.000,    67.016,   170.959,     0.085,     1.241,  1201.066,     0.000,  7687.225,    -2.482,     6.427,     0.000,     6.427,    17.170,
  3,  8, 10,    23.499,    23.961,  1646.134,  1646.075,   228.416,   228.988,     0.000,     0.000,    26.583,    25.995,     0.547,     0.566,   454.499,     1.000,    67.042,   170.127,     0.085,     1.243,  1199.396,     0.000,  7687.085,    -2.975,     7.612,     0.000,     7.612,    17.170,
  4,  1,  1,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   394.595,     1.000,    66.923,    14.304,     0.013,     0.809,    39.767, 76266.883,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  2,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   394.565,     1.000,    66.924,    14.304,     0.013,     0.809,    39.767, 76270.273,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  3,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   394.537,     1.000,    66.924,    14.304,     0.013,     0.809,    39.767, 76273.406,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  4,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   394.512,     1.000,    66.923,    14.304,     0.013,     0.809,    39.767, 76276.344,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  5,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,   394.487,     1.000,    66.923,    14.304,     0.013,     0.809,    39.767, 76279.117,     0.000,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  6,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696,  5567.886,     6.528,    66.923,    14.304,     0.013,     0.809,    39.767, 74277.219,   205.070,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  7,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 10359.461,     6.528,    66.922,    14.304,     0.013,     0.809,    39.767, 69832.133,   486.989,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  8,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 12825.947,     6.528,    66.922,    14.304,     0.013,     0.809,    39.767, 64921.824,  1002.329,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1,  9,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 12903.773,     6.528,    66.922,    14.304,     0.013,     0.809,    39.767, 59978.238,  1509.641,     0.000,     0.000,     0.274,     0.274,    17.170,
  4,  1, 10,    60.536,    60.536,  1121.950,  1121.950,   441.235,   441.235,     1.000,     1.000,    21.833,    21.833,     0.696,     0.696, 12629.288,     6.528,    66.923,    14.304,     0.013,     0.809,    39.767, 55041.754,  2014.421,     0.000,     0.000,     0.325,     0.325,    17.170,
  4,  2,  1,    43.101,    43.088,  1653.219,  1652.714,   366.047,   358.253,     0.689,     0.641,    27.375,    35.467,     0.528,     0.334, 12232.139,     6.528,    67.065,     0.000,     0.000,     0.000,   104.620, 50754.707,  2452.931,    40.998,     1.115,     0.342,     1.457,    17.170,
  4,  2,  2,    43.088,    43.076,  1652.714,  1652.242,   358.253,   350.494,     0.641,     0.594,    27.404,    35.458,     0.528,     0.334, 11809.712,     6.528,    67.066,     0.000,     0.000,     0.000,   111.871, 47118.004,  2823.945,    40.808,     1.204,     0.336,     1.540,    17.170,
  4,  2,  3,    43.076,    43.065,  1652.242,  1651.808,   350.494,   342.773,     0.594,     0.546,    27.427,    35.443,     0.527,     0.334, 11327.952,     6.528,    67.066,     0.000,     0.000,     0.000,   120.169, 43498.148,  3193.134,    40.614,     1.296,     0.330,     1.626,    17.170,
  4,  2,  4,    43.065,    43.055,  1651.808,  1651.410,   342.773,   335.084,     0.546,     0.499,    27.435,    35.417,     0.526,     0.334, 10795.062,     6.528,    67.066,     0.000,     0.000,     0.000,   129.761, 39894.188,  3560.604,    40.444,     1.395,     0.323,     1.719,    17.170,
  4,  2,  5,    43.055,    43.046,  1651.410,  1651.051,   335.084,   327.295,     0.499,     0.451,    27.163,    35.250,     0.531,     0.335, 10210.544,     6.528,    67.057,     0.000,     0.000,     0.000,   141.092, 36274.070,  3929.630,    40.966,     1.504,     0.316,     1.820,    17.170,
  4,  2,  6,    43.046,    43.038,  1651.051,  1650.726,   327.295,   318.134,     0.451,     0.395,    24.244,    33.763,     0.607,     0.350,  9515.540,     6.528,    66.975,     0.000,     0.000,     0.000,   156.166, 32307.301,  4333.854,    48.184,     1.635,     0.308,     1.943,    17.170,
  4,  2,  7,    43.038,    43.031,  1650.726,  1650.447,   318.134,   309.201,     0.395,     0.340,    24.582,    33.865,     0.596,     0.349,  8712.449,     6.528,    66.983,     0.000,     0.000,     0.000,   176.096, 28080.518,  4764.681,    46.988,     1.795,     0.298,     2.092,    17.170,
  4,  2,  8,    43.031,    43.025,  1650.447,  1650.211,   309.201,   300.637,     0.340,     0.288,    25.194,    34.092,     0.578,     0.346,  7869.867,     6.528,    66.999,     0.000,     0.000,     0.000,   200.888, 23987.012,  5181.875,    45.045,     1.975,     0.286,     2.261,    17.170,
  4,  2,  9,    43.025,    43.020,  1650.211,  1650.013,   300.637,   292.534,     0.288,     0.238,    25.972,    34.390,     0.556,     0.344,  7001.736,     6.528,    67.019,     0.000,     0.000,     0.000,   232.004, 20087.518,  5579.261,    42.620,     2.180,     0.273,     2.453,    17.170,
  4,  2, 10,    43.020,    43.015,  1650.013,  1649.799,   292.534,   285.006,     0.238,     0.192,    26.965,    34.783,     0.532,     0.341,  6120.409,     6.528,    67.047,     0.000,     0.000,     0.000,   271.404, 16430.566,  5951.868,    39.596,     2.859,     0.305,     3.164,    17.170,
  4,  3,  1,    43.015,    43.011,  1649.799,  1649.665,   285.006,   278.591,     0.192,     0.153,    29.097,    35.761,     0.464,     0.319,  5267.728,     6.528,    67.081,     0.000,     0.000,     0.000,   319.493, 13168.451,  6284.226,    33.742,     2.672,     0.241,     2.913,    17.170,
  4,  3,  2,    43.011,    43.008,  1649.665,  1649.553,   278.591,   272.198,     0.153,     0.114,    28.810,    35.450,     0.473,     0.325,  4414.049,     6.528,    67.078,     0.000,     0.000,     0.000,   382.682, 10171.520,  6589.565,    33.626,     2.971,     0.222,     3.193,    17.170,
  4,  3,  3,    43.008,    43.006,  1649.553,  1649.458,   272.198,   265.900,     0.114,     0.075,    28.550,    35.092,     0.482,     0.333,  3584.240,     6.528,    67.074,     0.000,     0.000,     0.000,   476.247,  7201.447,  6892.175,    33.126,     3.359,     0.197,     3.556,    17.170,
  4,  3,  4,    43.006,    43.004,  1649.458,  1649.374,   265.900,   259.582,     0.075,     0.036,    28.313,    34.875,     0.490,     0.337,  3332.534,     6.528,    67.071,     0.000,     0.000,     0.000,   631.017,  4248.797,  7193.016,    33.232,     3.897,     0.162,     4.060,    17.170,
  4,  3,  5,    43.004,    42.795,  1649.374,  1649.322,   259.582,   253.383,     0.036,     0.000,    28.089,    34.528,     0.497,     0.345,   458.845,     1.000,    67.068,    67.392,     0.038,     0.679,   922.748,     0.000,  7784.072,    32.607,   -69.796,     4.886,   -64.910,    17.170,
  4,  3,  6,    42.795,    40.753,  1649.322,  1649.264,   253.383,   250.627,     0.000,     0.000,    27.870,    30.732,     0.504,     0.427,   458.843,     1.000,    67.064,   136.610,     0.076,     1.350,  1121.038,     0.000,  7783.941,    14.495,     6.425,     0.000,     6.425,    17.170,
  4,  3,  7,    40.753,    38.938,  1649.264,  1649.206,   250.627,   248.205,     0.000,     0.000,    27.635,    30.150,     0.511,     0.442,   458.840,     1.000,    67.060,   140.068,     0.077,     1.335,  1130.201,     0.000,  7783.801,    12.740,     6.425,     0.000,     6.425,    17.170,
  4,  3,  8,    38.938,    37.321,  1649.206,  1649.148,   248.205,   246.065,     0.000,     0.000,    27.347,    29.570,     0.519,     0.456,   458.838,     1.000,    67.054,   143.162,     0.078,     1.323,  1138.170,     0.000,  7783.661,    11.257,     6.425,     0.000,     6.425,    17.170,
  4,  3,  9,    37.321,    35.877,  1649.148,  1649.089,   246.065,   244.168,     0.000,     0.000,    27.050,    29.019,     0.527,     0.470,   458.836,     1.000,    67.047,   145.936,     0.079,     1.312,  1145.146,     0.000,  7783.521,     9.974,     6.425,     0.000,     6.425,    17.170,
  4,  3, 10,    35.877,    34.513,  1649.089,  1649.026,   244.168,   242.393,     0.000,     0.000,    26.259,    28.104,     0.547,     0.491,   458.833,     1.000,    67.025,   148.497,     0.079,     1.303,  1151.423,     0.000,  7783.374,     9.339,     7.609,     0.000,     7.609,    17.170,
  4,  4,  1,    34.513,    33.489,  1649.026,  1648.967,   242.393,   241.065,     0.000,     0.000,    27.321,    28.700,     0.531,     0.490,   458.831,     1.000,    67.065,   150.689,     0.080,     1.296,  1156.680,     0.000,  7783.226,     6.985,     6.425,     0.000,     6.425,    17.170,
  4,  4,  2,    33.489,    32.607,  1648.967,  1648.908,   241.065,   239.928,     0.000,     0.000,    27.331,    28.511,     0.531,     0.496,   458.828,     1.000,    67.066,   152.446,     0.080,     1.290,  1160.828,     0.000,  7783.084,     5.980,     6.426,     0.000,     6.426,    17.170,
  4,  4,  3,    32.607,    31.851,  1648.908,  1648.850,   239.928,   238.954,     0.000,     0.000,    27.332,    28.343,     0.531,     0.501,   458.826,     1.000,    67.066,   153.961,     0.081,     1.286,  1164.364,     0.000,  7782.944,     5.123,     6.426,     0.000,     6.426,    17.170,
  4,  4,  4,    31.851,    31.187,  1648.850,  1648.791,   238.954,   238.104,     0.000,     0.000,    27.252,    28.133,     0.533,     0.506,   458.824,     1.000,    67.063,   155.282,     0.081,     1.282,  1167.402,     0.000,  7782.802,     4.467,     6.426,     0.000,     6.426,    17.170,
  4,  4,  5,    31.187,    30.524,  1648.791,  1648.732,   238.104,   237.257,     0.000,     0.000,    26.596,    27.476,     0.547,     0.519,   458.821,     1.000,    67.043,   156.522,     0.081,     1.278,  1170.215,     0.000,  7782.662,     4.459,     6.426,     0.000,     6.426,    17.170,
  4,  4,  6,    30.524,    29.600,  1648.732,  1648.673,   237.257,   236.079,     0.000,     0.000,    24.145,    25.368,     0.612,     0.569,   458.819,     1.000,    66.974,   158.009,     0.082,     1.274,  1173.564,     0.000,  7782.520,     6.192,     6.426,     0.000,     6.426,    17.170,
  4,  4,  7,    29.600,    28.875,  1648.673,  1648.614,   236.079,   235.160,     0.000,     0.000,    24.620,    25.575,     0.598,     0.565,   458.816,     1.000,    66.986,   159.561,     0.082,     1.269,  1177.014,     0.000,  7782.379,     4.834,     6.426,     0.000,     6.426,    17.170,
  4,  4,  8,    28.875,    28.343,  1648.614,  1648.555,   235.160,   234.485,     0.000,     0.000,    25.218,    25.919,     0.581,     0.557,   458.814,     1.000,    67.003,   160.749,     0.082,     1.266,  1179.628,     0.000,  7782.236,     3.551,     6.426,     0.000,     6.426,    17.170,
  4,  4,  9,    28.343,    27.998,  1648.555,  1648.496,   234.485,   234.048,     0.000,     0.000,    25.973,    26.427,     0.562,     0.547,   458.812,     1.000,    67.024,   161.578,     0.083,     1.264,  1181.452,     0.000,  7782.094,     2.301,     6.426,     0.000,     6.426,    17.170,
  4,  4, 10,    27.998,    27.840,  1648.496,  1648.432,   234.048,   233.850,     0.000,     0.000,    26.927,    27.132,     0.540,     0.533,   458.809,     1.000,    67.053,   162.054,     0.083,     1.263,  1182.490,     0.000,  7781.946,     1.040,     7.610,     0.000,     7.610,    17.170,
  4,  5,  1,    27.840,    27.762,  1648.432,  1648.373,   233.850,   233.751,     0.000,     0.000,    27.306,    27.409,     0.532,     0.528,   458.807,     1.000,    67.065,   162.279,     0.083,     1.262,  1182.971,     0.000,  7781.798,     0.519,     6.426,     0.000,     6.426,    17.170,
  4,  5,  2,    27.762,    27.693,  1648.373,  1648.314,   233.751,   233.664,     0.000,     0.000,    27.288,    27.379,     0.532,     0.529,   458.804,     1.000,    67.065,   162.421,     0.083,     1.262,  1183.273,     0.000,  7781.657,     0.461,     6.426,     0.000,     6.426,    17.170,
  4,  5,  3,    27.693,    27.630,  1648.314,  1648.255,   233.664,   233.585,     0.000,     0.000,    27.265,    27.347,     0.532,     0.530,   458.802,     1.000,    67.064,   162.547,     0.083,     1.261,  1183.542,     0.000,  7781.515,     0.415,     6.426,     0.000,     6.426,    17.170,
  4,  5,  4,    27.630,    27.572,  1648.255,  1648.197,   233.585,   233.512,     0.000,     0.000,    27.237,    27.313,     0.533,     0.531,   458.799,     1.000,    67.063,   162.662,     0.083,     1.261,  1183.788,     0.000,  7781.373,     0.381,     6.426,     0.000,     6.426,    17.170,
  4,  5,  5,    27.572,    27.518,  1648.197,  1648.138,   233.512,   233.444,     0.000,     0.000,    27.203,    27.274,     0.534,     0.531,   458.797,     1.000,    67.062,   162.769,     0.083,     1.261,  1184.016,     0.000,  7781.231,     0.358,     6.426,     0.000,     6.426,    17.170,
  4,  5,  6,    27.518,    27.465,  1648.138,  1648.079,   233.444,   233.378,     0.000,     0.000,    27.160,    27.229,     0.535,     0.532,   458.795,     1.000,    67.060,   162.871,     0.083,     1.261,  1184.233,     0.000,  7781.089,     0.348,     6.426,     0.000,     6.426,    17.170,
  4,  5,  7,    27.465,    27.412,  1648.079,  1648.020,   233.378,   233.311,     0.000,     0.000,    27.104,    27.173,     0.536,     0.534,   458.792,     1.000,    67.059,   162.971,     0.083,     1.260,  1184.448,     0.000,  7780.947,     0.351,     6.426,     0.000,     6.426,    17.170,
  4,  5,  8,    27.412,    27.356,  1648.020,  1647.961,   233.311,   233.240,     0.000,     0.000,    27.025,    27.100,     0.537,     0.535,   458.790,     1.000,    67.057,   163.076,     0.083,     1.260,  1184.672,     0.000,  7780.806,     0.376,     6.426,     0.000,     6.426,    17.170,
  4,  5,  9,    27.356,    27.290,  1647.961,  1647.902,   233.240,   233.158,     0.000,     0.000,    26.910,    26.995,     0.540,     0.537,   458.787,     1.000,    67.053,   163.193,     0.083,     1.260,  1184.921,     0.000,  7780.664,     0.433,     6.426,     0.000,     6.426,    17.170,
